"district_id","district_name","year","value"
"d314","Abim",2014,9.5
"d301","Adjumani",2014,14.6
"d322","Agago",2014,5.9
"d323","Alebtong",2014,7.4
"d315","Amolatar",2014,7.1
"d324","Amudat",2014,13.9
"d216","Amuria",2014,7.2
"d316","Amuru",2014,12.8
"d302","Apac",2014,12.4
"d303","Arua",2014,22.6
"d217","Budaka",2014,9
"d218","Bududa",2014,37.8
"d201","Bugiri",2014,22.9
"d420","Buhweju",2014,20.1
"d117","Buikwe",2014,12.2
"d219","Bukedea",2014,13
"d118","Bukomansimbi",2014,10.5
"d220","Bukwo",2014,9.8
"d225","Bulambuli",2014,22.6
"d416","Buliisa",2014,6.3
"d401","Bundibugyo",2014,5.5
"d402","Bushenyi",2014,9.6
"d202","Busia",2014,14.2
"d221","Butaleja",2014,12.6
"d119","Butambala",2014,11.6
"d120","Buvuma",2014,10.6
"d226","Buyende",2014,18.9
"d317","Dokolo",2014,16.4
"d121","Gomba",2014,9.2
"d304","Gulu",2014,23.8
"d403","Hoima",2014,6.5
"d417","Ibanda",2014,23
"d203","Iganga",2014,27.7
"d418","Isingiro",2014,9.9
"d204","Jinja",2014,31.5
"d318","Kaabong",2014,23
"d404","Kabale",2014,7.7
"d405","Kabarole",2014,10.7
"d213","Kaberamaido",2014,27.6
"d101","Kalangala",2014,15.2
"d222","Kaliro",2014,24.6
"d122","Kalungu",2014,19.1
"d102","Kampala",2014,24.3
"d205","Kamuli",2014,29.3
"d413","Kamwenge",2014,13.8
"d414","Kanungu",2014,7.3
"d206","Kapchorwa",2014,36.8
"d406","Kasese",2014,9.6
"d207","Katakwi",2014,28.4
"d112","Kayunga",2014,24.6
"d407","Kibaale",2014,16.3
"d103","Kiboga",2014,11.7
"d227","Kibuku",2014,14.9
"d419","Kiruhura",2014,22.2
"d421","Kiryandongo",2014,17.8
"d408","Kisoro",2014,10.2
"d305","Kitgum",2014,24.4
"d319","Koboko",2014,24.7
"d325","Kole",2014,9.3
"d306","Kotido",2014,31.2
"d208","Kumi",2014,29.5
"d228","Kween",2014,14.7
"d123","Kyankwanzi",2014,11.2
"d422","Kyegegwa",2014,17.4
"d415","Kyenjojo",2014,17.4
"d326","Lamwo",2014,18.1
"d307","Lira",2014,6.6
"d229","Luuka",2014,9.7
"d104","Luwero",2014,20.6
"d124","Lwengo",2014,28.6
"d114","Lyantonde",2014,24.2
"d223","Manafwa",2014,28.6
"d320","Maracha",2014,4.2
"d105","Masaka",2014,22.6
"d409","Masindi",2014,23.7
"d214","Mayuge",2014,12.5
"d209","Mbale",2014,30.7
"d410","Mbarara",2014,14.2
"d423","Mitooma",2014,8.5
"d115","Mityana",2014,19.5
"d308","Moroto",2014,29.2
"d309","Moyo",2014,9.1
"d106","Mpigi",2014,24.3
"d107","Mubende",2014,21.2
"d108","Mukono",2014,25.9
"d311","Nakapiripirit",2014,23.3
"d116","Nakaseke",2014,20.5
"d109","Nakasongola",2014,21.1
"d230","Namayingo",2014,14.3
"d224","Namutumba",2014,5.7
"d327","Napak",2014,19.9
"d310","Nebbi",2014,11.8
"d231","Ngora",2014,8.3
"d424","Ntoroko",2014,12.2
"d411","Ntungamo",2014,6.5
"d328","Nwoya",2014,7
"d329","Otuke",2014,6.6
"d321","Oyam",2014,9.2
"d312","Pader",2014,11.6
"d210","Pallisa",2014,22.2
"d110","Rakai",2014,19.9
"d425","Rubirizi",2014,8.6
"d412","Rukungiri",2014,14.9
"d111","Sembabule",2014,15.7
"d232","Serere",2014,21
"d426","Sheema",2014,8.9
"d215","Sironko",2014,33.2
"d211","Soroti",2014,25.6
"d212","Tororo",2014,20.1
"d113","Wakiso",2014,19.8
"d313","Yumbe",2014,14.4
"d330","Zombo",2014,12.1
