"id","entity-name","year","destination-institution-type","creditor-type","creditor-institution","financing-type","value"
"AF","Afghanistan",2000,"ppg","private","private","other-private",
"AF","Afghanistan",2000,"ppg","official","bilateral","non-concessional",
"AF","Afghanistan",2000,"ppg","private","private","commercial-banking",
"AF","Afghanistan",2000,"ppg","private","private","bonds",
"AF","Afghanistan",2000,"ppg","official","multilateral","non-concessional",
"AF","Afghanistan",2000,"ppg","official","multilateral","concessional",
"AF","Afghanistan",2000,"png","private","private","commercial-banking",
"AF","Afghanistan",2000,"png","private","private","bonds",
"AF","Afghanistan",2000,"ppg","official","bilateral","concessional",
"AF","Afghanistan",2001,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2001,"ppg","private","private","bonds",0
"AF","Afghanistan",2001,"ppg","private","private","other-private",0
"AF","Afghanistan",2001,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2001,"ppg","official","multilateral","concessional",0
"AF","Afghanistan",2001,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2001,"ppg","official","bilateral","concessional",0
"AF","Afghanistan",2001,"png","private","private","commercial-banking",0
"AF","Afghanistan",2001,"png","private","private","bonds",0
"AF","Afghanistan",2002,"ppg","private","private","bonds",0
"AF","Afghanistan",2002,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2002,"ppg","private","private","other-private",0
"AF","Afghanistan",2002,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2002,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2002,"ppg","official","multilateral","concessional",0
"AF","Afghanistan",2002,"ppg","official","bilateral","concessional",0
"AF","Afghanistan",2002,"png","private","private","commercial-banking",0
"AF","Afghanistan",2002,"png","private","private","bonds",0
"AF","Afghanistan",2003,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2003,"ppg","private","private","bonds",0
"AF","Afghanistan",2003,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2003,"ppg","private","private","other-private",0
"AF","Afghanistan",2003,"ppg","official","multilateral","concessional",0
"AF","Afghanistan",2003,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2003,"ppg","official","bilateral","concessional",0
"AF","Afghanistan",2003,"png","private","private","commercial-banking",0
"AF","Afghanistan",2003,"png","private","private","bonds",0
"AF","Afghanistan",2004,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2004,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2004,"ppg","private","private","other-private",0
"AF","Afghanistan",2004,"ppg","private","private","bonds",0
"AF","Afghanistan",2004,"ppg","official","multilateral","concessional",0
"AF","Afghanistan",2004,"ppg","official","bilateral","concessional",0
"AF","Afghanistan",2004,"png","private","private","commercial-banking",0
"AF","Afghanistan",2004,"png","private","private","bonds",0
"AF","Afghanistan",2004,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2005,"ppg","private","private","other-private",0
"AF","Afghanistan",2005,"ppg","private","private","bonds",0
"AF","Afghanistan",2005,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2005,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2005,"png","private","private","bonds",0
"AF","Afghanistan",2005,"ppg","official","multilateral","concessional",0
"AF","Afghanistan",2005,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2005,"ppg","official","bilateral","concessional",0
"AF","Afghanistan",2005,"png","private","private","commercial-banking",0
"AF","Afghanistan",2006,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2006,"ppg","private","private","other-private",0
"AF","Afghanistan",2006,"ppg","official","multilateral","concessional",165097555.3
"AF","Afghanistan",2006,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2006,"ppg","private","private","bonds",0
"AF","Afghanistan",2006,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2006,"png","private","private","bonds",0
"AF","Afghanistan",2006,"ppg","official","bilateral","concessional",61476411.58
"AF","Afghanistan",2006,"png","private","private","commercial-banking",0
"AF","Afghanistan",2007,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2007,"ppg","private","private","bonds",0
"AF","Afghanistan",2007,"ppg","private","private","other-private",0
"AF","Afghanistan",2007,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2007,"ppg","official","multilateral","concessional",176792884.4
"AF","Afghanistan",2007,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2007,"ppg","official","bilateral","concessional",8661926.469
"AF","Afghanistan",2007,"png","private","private","bonds",0
"AF","Afghanistan",2007,"png","private","private","commercial-banking",0
"AF","Afghanistan",2008,"ppg","private","private","other-private",0
"AF","Afghanistan",2008,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2008,"ppg","private","private","bonds",0
"AF","Afghanistan",2008,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2008,"ppg","official","multilateral","concessional",120975325.2
"AF","Afghanistan",2008,"png","private","private","bonds",0
"AF","Afghanistan",2008,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2008,"ppg","official","bilateral","concessional",762757.2804
"AF","Afghanistan",2008,"png","private","private","commercial-banking",0
"AF","Afghanistan",2009,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2009,"ppg","private","private","other-private",0
"AF","Afghanistan",2009,"ppg","official","multilateral","concessional",135667111.8
"AF","Afghanistan",2009,"ppg","private","private","bonds",0
"AF","Afghanistan",2009,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2009,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2009,"ppg","official","bilateral","concessional",0
"AF","Afghanistan",2009,"png","private","private","commercial-banking",0
"AF","Afghanistan",2009,"png","private","private","bonds",0
"AF","Afghanistan",2010,"ppg","private","private","commercial-banking",0
"AF","Afghanistan",2010,"ppg","private","private","other-private",0
"AF","Afghanistan",2010,"ppg","private","private","bonds",0
"AF","Afghanistan",2010,"ppg","official","multilateral","non-concessional",0
"AF","Afghanistan",2010,"ppg","official","multilateral","concessional",80535454.56
"AF","Afghanistan",2010,"ppg","official","bilateral","non-concessional",0
"AF","Afghanistan",2010,"ppg","official","bilateral","concessional",0
"AF","Afghanistan",2010,"png","private","private","bonds",0
"AF","Afghanistan",2010,"png","private","private","commercial-banking",0
