id-to,year,round
AF,1974,0.00
AF,1975,0.00
AF,1977,0.00
AF,1979,0.00
AF,1985,0.00
AF,1995,0.00
AF,1996,0.00
AF,1997,0.00
AF,1998,0.00
AF,1999,0.00
AF,2000,0.00
AF,2001,0.00
AF,2002,0.00
AF,2003,3732129.46
AF,2004,0.00
AF,2005,261546232.21
AF,2006,218861684.18
AF,2007,272881981.16
AF,2008,288796137.59
AF,2009,335111770.25
AF,2010,252207638.03
AF,2011,303312364.51
AF,2012,228887260.88
AF,2013,213067552.55
AF,2014,303540469.35
AF,2015,192282806.80
africa,1981,0.00
africa,1982,0.00
africa,1984,0.00
africa,1985,0.00
africa,1999,0.00
africa,2001,0.00
africa,2002,0.00
africa,2003,0.00
africa,2004,0.00
africa,2005,220404.31
africa,2006,511013.87
africa,2007,76499829.58
africa,2008,962279.37
africa,2009,27124094.61
africa,2010,71597278.39
africa,2011,292859598.71
africa,2012,267654136.62
africa,2013,276139875.95
africa,2014,329178496.90
africa,2015,427677515.79
AG,1984,0.00
AG,1985,0.00
AG,1988,0.00
AG,1989,0.00
AG,1990,0.00
AG,1991,0.00
AG,1992,0.00
AG,1993,0.00
AG,1994,0.00
AG,1995,615074.59
AG,1996,77551.41
AG,1997,747055.63
AG,1998,2591118.01
AG,1999,1168883.80
AG,2000,784817.70
AG,2001,256311.08
AG,2002,48401.39
AG,2003,90376.25
AG,2004,919789.68
AG,2005,770147.17
AG,2006,1541082.20
AG,2007,2330191.69
AG,2008,2013420.34
AG,2009,433544.48
AG,2010,10826871.93
AG,2011,3738492.85
AG,2012,311671.18
AG,2013,933307.96
AG,2014,889817.69
AG,2015,115851.68
AI,1983,0.00
AI,1984,0.00
AI,1988,0.00
AI,1989,0.00
AI,1990,0.00
AI,1992,0.00
AI,1993,0.00
AI,1994,0.00
AI,1995,774538.75
AI,1996,249059.27
AI,1997,763231.89
AI,1998,350112.30
AI,1999,138948.10
AI,2000,1411.54
AI,2001,136423.45
AI,2002,18822.82
AI,2003,1055349.21
AI,2004,1015400.58
AI,2006,4352634.48
AI,2007,0.00
AI,2008,2861961.20
AI,2010,7336772.59
AI,2011,23510.79
AI,2012,4155059.99
AI,2013,4308677.53
AL,1994,0.00
AL,1995,0.00
AL,1996,0.00
AL,1997,0.00
AL,1998,0.00
AL,1999,0.00
AL,2000,0.00
AL,2001,0.00
AL,2002,0.00
AL,2003,599876.63
AL,2004,0.00
AL,2005,79253017.72
AL,2006,70745420.39
AL,2007,44649104.22
AL,2008,49924063.52
AL,2009,58719028.29
AL,2010,66316910.90
AL,2011,107440221.63
AL,2012,115186337.16
AL,2013,85193593.95
AL,2014,103133413.72
AL,2015,111847527.31
AM,1995,0.00
AM,1996,0.00
AM,1997,0.00
AM,1998,0.00
AM,1999,0.00
AM,2000,0.00
AM,2001,0.00
AM,2002,0.00
AM,2003,1103721.89
AM,2004,0.00
AM,2005,23877074.31
AM,2006,20854572.03
AM,2007,18205959.14
AM,2008,13506220.87
AM,2009,32877816.95
AM,2010,29510636.23
AM,2011,83275784.20
AM,2012,38764642.08
AM,2013,59339578.53
AM,2014,67012516.73
AM,2015,148960547.82
america,1980,0.00
america,1982,0.00
america,1983,0.00
america,1985,0.00
america,1992,0.00
america,1993,0.00
america,1994,0.00
america,1995,0.00
america,1996,0.00
america,1997,0.00
america,1998,0.00
america,1999,0.00
america,2000,0.00
america,2001,0.00
america,2002,0.00
america,2003,6614428.43
america,2004,0.00
america,2005,138848320.32
america,2006,69531994.16
america,2007,72595119.76
america,2008,47842142.88
america,2009,24126442.82
america,2010,24039231.16
america,2011,44258235.07
america,2012,19397104.25
america,2013,44236784.36
america,2014,68005436.46
america,2015,21442670.02
ANHH,1974,0.00
ANHH,1980,0.00
ANHH,1982,0.00
ANHH,1983,0.00
ANHH,1984,0.00
ANHH,1985,0.00
ANHH,1987,0.00
ANHH,1988,0.00
ANHH,1989,0.00
ANHH,1990,0.00
ANHH,1991,0.00
ANHH,1992,0.00
ANHH,1993,0.00
ANHH,1994,0.00
ANHH,1995,4823403.08
ANHH,1996,3946177.58
ANHH,1997,1904402.71
ANHH,1998,4580392.10
ANHH,1999,2337764.67
AO,1977,0.00
AO,1979,0.00
AO,1981,0.00
AO,1982,0.00
AO,1983,0.00
AO,1984,0.00
AO,1985,0.00
AO,1986,0.00
AO,1987,0.00
AO,1988,0.00
AO,1989,0.00
AO,1990,0.00
AO,1991,0.00
AO,1992,0.00
AO,1993,0.00
AO,1994,0.00
AO,1995,19027812.94
AO,1996,13440257.48
AO,1997,8451421.21
AO,1998,9981072.38
AO,1999,19626050.23
AO,2000,27794702.51
AO,2001,16733232.45
AO,2002,35612664.14
AO,2003,54621418.23
AO,2004,64803829.92
AO,2005,71640205.65
AO,2006,48129437.93
AO,2007,57568275.73
AO,2008,40835145.04
AO,2009,32970326.92
AO,2010,21578560.75
AO,2011,23451885.93
AO,2012,23642503.59
AO,2013,28245342.04
AO,2014,52538894.30
AO,2015,26902530.79
AR,1983,0.00
AR,1984,0.00
AR,1985,0.00
AR,1993,0.00
AR,1994,0.00
AR,1995,0.00
AR,1996,0.00
AR,1997,0.00
AR,1998,0.00
AR,1999,0.00
AR,2000,0.00
AR,2001,0.00
AR,2002,0.00
AR,2003,1214223.88
AR,2004,0.00
AR,2005,6143450.08
AR,2006,24351753.20
AR,2007,5415546.42
AR,2008,13730208.89
AR,2009,18039067.69
AR,2010,7046451.70
AR,2011,13250868.06
AR,2012,97280026.01
AR,2013,6772048.11
AR,2014,8300189.84
AR,2015,9080724.33
asia,1982,0.00
asia,1983,0.00
asia,1984,0.00
asia,1985,0.00
asia,1995,0.00
asia,1996,0.00
asia,1997,0.00
asia,1998,0.00
asia,1999,0.00
asia,2000,0.00
asia,2001,0.00
asia,2002,0.00
asia,2003,2282427.48
asia,2004,0.00
asia,2005,185767816.95
asia,2006,134508102.48
asia,2007,94712422.62
asia,2008,38781474.18
asia,2009,74888835.09
asia,2010,55047636.22
asia,2011,57292932.55
asia,2012,70658991.29
asia,2013,64866931.69
asia,2014,44949962.12
asia,2015,40151896.34
AW,1988,0.00
AW,1989,0.00
AW,1990,0.00
AW,1991,0.00
AW,1992,0.00
AW,1993,0.00
AW,1994,0.00
AW,1995,8788734.49
AW,1996,222214.74
AW,1997,1857343.47
AW,1998,837664.87
AW,1999,399655.03
AZ,1992,0.00
AZ,1995,0.00
AZ,1996,0.00
AZ,1997,0.00
AZ,1998,0.00
AZ,1999,0.00
AZ,2000,0.00
AZ,2001,0.00
AZ,2002,0.00
AZ,2003,140760.62
AZ,2004,0.00
AZ,2005,26521951.23
AZ,2006,18494620.12
AZ,2007,8022391.32
AZ,2008,10756599.03
AZ,2009,10579202.26
AZ,2010,18367477.23
AZ,2011,20669445.55
AZ,2012,23357713.95
AZ,2013,14805821.52
AZ,2014,10238364.59
AZ,2015,27468613.31
BA,1995,0.00
BA,1996,0.00
BA,1997,0.00
BA,1998,0.00
BA,1999,0.00
BA,2000,0.00
BA,2001,0.00
BA,2002,0.00
BA,2003,3465078.04
BA,2004,0.00
BA,2005,167683261.42
BA,2006,91024460.22
BA,2007,61493717.84
BA,2008,70992704.24
BA,2009,61555049.59
BA,2010,92986645.48
BA,2011,246159138.91
BA,2012,301755441.87
BA,2013,270601330.71
BA,2014,326910565.62
BA,2015,218666545.30
BB,1978,0.00
BB,1979,0.00
BB,1980,0.00
BB,1981,0.00
BB,1982,0.00
BB,1983,0.00
BB,1984,0.00
BB,1985,0.00
BB,1987,0.00
BB,1988,0.00
BB,1989,0.00
BB,1990,0.00
BB,1991,0.00
BB,1992,0.00
BB,1993,0.00
BB,1994,0.00
BB,1995,1347088.33
BB,1996,1439175.38
BB,1997,539702.85
BB,1998,286455.45
BB,1999,223462.92
BB,2000,2001567.48
BB,2001,197055.57
BB,2002,950549.00
BB,2003,1479099.85
BB,2004,2561400.72
BB,2005,452209.05
BB,2006,2746025.07
BB,2007,5408567.24
BB,2008,4370632.57
BB,2009,6586066.34
BB,2010,10932251.47
BD,1973,0.00
BD,1974,0.00
BD,1975,0.00
BD,1977,0.00
BD,1979,0.00
BD,1980,0.00
BD,1981,0.00
BD,1982,0.00
BD,1983,0.00
BD,1984,0.00
BD,1985,0.00
BD,1988,0.00
BD,1990,0.00
BD,1991,0.00
BD,1992,0.00
BD,1993,0.00
BD,1994,0.00
BD,1995,0.00
BD,1996,0.00
BD,1997,0.00
BD,1998,0.00
BD,1999,0.00
BD,2000,0.00
BD,2001,0.00
BD,2002,0.00
BD,2003,1462858.89
BD,2004,0.00
BD,2005,79809129.23
BD,2006,99945374.09
BD,2007,90037480.19
BD,2008,160784473.57
BD,2009,111776945.46
BD,2010,166927693.27
BD,2011,132781656.47
BD,2012,114365309.37
BD,2013,102187795.55
BD,2014,83077028.40
BD,2015,79451607.78
BF,1973,10196594.66
BF,1974,8568091.53
BF,1976,0.00
BF,1977,0.00
BF,1978,0.00
BF,1979,0.00
BF,1980,0.00
BF,1981,0.00
BF,1982,0.00
BF,1983,0.00
BF,1984,0.00
BF,1985,0.00
BF,1986,0.00
BF,1987,0.00
BF,1988,0.00
BF,1989,0.00
BF,1990,0.00
BF,1991,0.00
BF,1992,0.00
BF,1993,0.00
BF,1994,0.00
BF,1995,79818357.57
BF,1996,54007065.57
BF,1997,72955511.59
BF,1998,71401124.75
BF,1999,53389060.28
BF,2000,56331814.02
BF,2001,54211127.26
BF,2002,91653432.03
BF,2003,88565641.46
BF,2004,84235062.21
BF,2005,105424070.32
BF,2006,135324222.01
BF,2007,181378136.34
BF,2008,122825458.54
BF,2009,140221118.53
BF,2010,145212558.47
BF,2011,126275223.11
BF,2012,143118007.94
BF,2013,174239532.30
BF,2014,168616184.29
BF,2015,189140668.05
BI,1973,0.00
BI,1974,0.00
BI,1976,0.00
BI,1977,0.00
BI,1978,0.00
BI,1979,0.00
BI,1980,0.00
BI,1981,0.00
BI,1982,0.00
BI,1983,0.00
BI,1984,0.00
BI,1985,0.00
BI,1987,0.00
BI,1988,0.00
BI,1989,0.00
BI,1990,0.00
BI,1991,0.00
BI,1992,0.00
BI,1993,0.00
BI,1994,0.00
BI,1995,27397381.12
BI,1996,9075010.88
BI,1997,1295581.38
BI,1998,283561.82
BI,1999,285058.17
BI,2000,3207029.96
BI,2001,77525813.61
BI,2002,31775539.01
BI,2003,31247186.84
BI,2004,52859737.67
BI,2005,86744207.64
BI,2006,46628944.80
BI,2007,108024141.76
BI,2008,69976390.89
BI,2009,111081942.33
BI,2010,116090496.94
BI,2011,73000267.91
BI,2012,52408666.18
BI,2013,64018579.77
BI,2014,80474729.06
BI,2015,48630370.28
bilateral-unspecified,1973,0.00
bilateral-unspecified,1974,0.00
bilateral-unspecified,1975,0.00
bilateral-unspecified,1976,0.00
bilateral-unspecified,1977,0.00
bilateral-unspecified,1978,0.00
bilateral-unspecified,1979,0.00
bilateral-unspecified,1980,0.00
bilateral-unspecified,1981,0.00
bilateral-unspecified,1982,0.00
bilateral-unspecified,1983,0.00
bilateral-unspecified,1984,0.00
bilateral-unspecified,1985,0.00
bilateral-unspecified,1986,0.00
bilateral-unspecified,1987,0.00
bilateral-unspecified,1988,0.00
bilateral-unspecified,1989,0.00
bilateral-unspecified,1990,0.00
bilateral-unspecified,1991,0.00
bilateral-unspecified,1992,0.00
bilateral-unspecified,1993,0.00
bilateral-unspecified,1994,0.00
bilateral-unspecified,1995,331172656.64
bilateral-unspecified,1996,564944068.20
bilateral-unspecified,1997,288063215.33
bilateral-unspecified,1998,280501915.40
bilateral-unspecified,1999,278174050.70
bilateral-unspecified,2000,257324281.47
bilateral-unspecified,2001,205445511.46
bilateral-unspecified,2002,179777427.61
bilateral-unspecified,2003,260042194.65
bilateral-unspecified,2004,225833120.43
bilateral-unspecified,2005,1025909311.31
bilateral-unspecified,2006,1002035766.22
bilateral-unspecified,2007,1154252385.02
bilateral-unspecified,2008,1209581811.60
bilateral-unspecified,2009,1170884786.94
bilateral-unspecified,2010,1136555218.45
bilateral-unspecified,2011,1087417024.50
bilateral-unspecified,2012,1019646119.13
bilateral-unspecified,2013,993518998.77
bilateral-unspecified,2014,1090752184.51
bilateral-unspecified,2015,1104890805.45
BJ,1973,7367652.16
BJ,1974,1173943.27
BJ,1975,0.00
BJ,1976,0.00
BJ,1977,0.00
BJ,1978,0.00
BJ,1979,0.00
BJ,1980,0.00
BJ,1981,0.00
BJ,1982,0.00
BJ,1983,0.00
BJ,1984,0.00
BJ,1985,0.00
BJ,1986,0.00
BJ,1987,0.00
BJ,1988,0.00
BJ,1989,0.00
BJ,1990,0.00
BJ,1991,0.00
BJ,1992,0.00
BJ,1993,0.00
BJ,1994,0.00
BJ,1995,19870697.44
BJ,1996,29193679.61
BJ,1997,39973291.35
BJ,1998,38173731.72
BJ,1999,32473761.80
BJ,2000,4514115.11
BJ,2001,53726009.64
BJ,2002,39912314.79
BJ,2003,58503677.62
BJ,2004,90099985.54
BJ,2005,51501093.06
BJ,2006,35233278.85
BJ,2007,72693641.43
BJ,2008,105507021.92
BJ,2009,124292802.88
BJ,2010,108621297.73
BJ,2011,56752965.17
BJ,2012,74407300.75
BJ,2013,76626595.82
BJ,2014,63352002.79
BJ,2015,48922248.93
BO,1973,0.00
BO,1974,0.00
BO,1977,0.00
BO,1979,0.00
BO,1982,0.00
BO,1983,0.00
BO,1984,0.00
BO,1985,0.00
BO,1995,0.00
BO,1996,0.00
BO,1997,0.00
BO,1998,0.00
BO,1999,0.00
BO,2000,0.00
BO,2001,0.00
BO,2002,0.00
BO,2003,460431.28
BO,2004,0.00
BO,2005,40131271.13
BO,2006,51531540.38
BO,2007,38924448.75
BO,2008,36205260.06
BO,2009,65969098.82
BO,2010,57239043.81
BO,2011,43435262.34
BO,2012,54911393.02
BO,2013,69943102.20
BO,2014,30385888.81
BO,2015,51292257.30
BR,1982,0.00
BR,1983,0.00
BR,1984,0.00
BR,1985,0.00
BR,1997,0.00
BR,1998,0.00
BR,1999,0.00
BR,2000,0.00
BR,2001,0.00
BR,2002,0.00
BR,2003,0.00
BR,2004,0.00
BR,2005,17404327.06
BR,2006,8559721.26
BR,2007,22787151.24
BR,2008,40135982.29
BR,2009,15898953.96
BR,2010,18849636.58
BR,2011,128812079.78
BR,2012,168409878.98
BR,2013,76891488.50
BR,2014,15465107.47
BR,2015,316314198.65
BS,1978,0.00
BS,1980,0.00
BS,1982,0.00
BS,1983,0.00
BS,1985,0.00
BS,1987,0.00
BS,1988,0.00
BS,1990,0.00
BS,1993,0.00
BS,1995,3784599.93
BT,1982,0.00
BT,1985,0.00
BT,1990,0.00
BT,1994,0.00
BT,1996,0.00
BT,1997,0.00
BT,2002,0.00
BT,2004,0.00
BT,2005,2100172.43
BT,2006,2816713.63
BT,2007,3181965.49
BT,2008,6477765.32
BT,2009,2470822.06
BT,2010,1584159.13
BT,2011,840139.54
BT,2012,4706745.26
BT,2013,4707302.63
BT,2014,4009094.34
BT,2015,1844537.00
BW,1976,0.00
BW,1977,0.00
BW,1978,0.00
BW,1979,0.00
BW,1980,0.00
BW,1981,0.00
BW,1982,0.00
BW,1983,0.00
BW,1984,0.00
BW,1985,0.00
BW,1986,0.00
BW,1987,0.00
BW,1988,0.00
BW,1989,0.00
BW,1990,0.00
BW,1991,0.00
BW,1992,0.00
BW,1993,0.00
BW,1994,0.00
BW,1995,9619457.93
BW,1996,5673183.69
BW,1997,20033763.66
BW,1998,26761893.63
BW,1999,27581909.13
BW,2000,10075603.82
BW,2001,6330597.79
BW,2002,5285159.74
BW,2003,3018591.51
BW,2004,8566915.55
BW,2005,22408992.26
BW,2006,31642440.43
BW,2007,30807140.93
BW,2008,25279312.85
BW,2009,27368742.62
BW,2010,34755082.64
BW,2011,17570441.01
BW,2012,4675281.28
BW,2013,16486426.50
BW,2014,34505850.78
BW,2015,10535319.38
BY,2005,6513326.78
BY,2006,15325326.96
BY,2007,6117676.75
BY,2008,14371384.99
BY,2009,9433340.69
BY,2010,13476910.23
BY,2011,12915534.34
BY,2012,17910516.74
BY,2013,15950265.66
BY,2014,23359158.45
BY,2015,25293132.68
BZ,1978,0.00
BZ,1979,0.00
BZ,1982,0.00
BZ,1983,0.00
BZ,1985,0.00
BZ,1986,0.00
BZ,1987,0.00
BZ,1988,0.00
BZ,1989,0.00
BZ,1990,0.00
BZ,1991,0.00
BZ,1992,0.00
BZ,1993,0.00
BZ,1994,0.00
BZ,1995,2914391.72
BZ,1996,654713.54
BZ,1997,567643.83
BZ,1998,256073.62
BZ,1999,6904427.76
BZ,2000,4100532.93
BZ,2001,2366052.43
BZ,2002,648041.29
BZ,2003,1861893.56
BZ,2004,392355.73
BZ,2005,1525095.09
BZ,2006,3524135.28
BZ,2007,4730710.27
BZ,2008,9484928.91
BZ,2009,8404458.14
BZ,2010,6534379.68
BZ,2011,8788269.90
BZ,2012,13569421.28
BZ,2013,14013333.40
BZ,2014,16123789.20
BZ,2015,11468086.70
CD,1973,34799035.80
CD,1974,72327.92
CD,1976,0.00
CD,1977,0.00
CD,1978,0.00
CD,1979,0.00
CD,1980,0.00
CD,1981,0.00
CD,1982,0.00
CD,1983,0.00
CD,1984,0.00
CD,1985,0.00
CD,1986,0.00
CD,1987,0.00
CD,1988,0.00
CD,1989,0.00
CD,1990,0.00
CD,1991,0.00
CD,1993,0.00
CD,1994,0.00
CD,1995,21784268.46
CD,1996,25597946.16
CD,1997,11991110.90
CD,1998,23684629.66
CD,1999,21496838.94
CD,2000,37099517.10
CD,2001,24772558.35
CD,2002,50789194.60
CD,2003,46988793.81
CD,2004,204100892.54
CD,2005,217676992.39
CD,2006,220171189.24
CD,2007,140239677.55
CD,2008,185407907.62
CD,2009,197292865.62
CD,2010,324792593.65
CD,2011,267407432.01
CD,2012,253845291.82
CD,2013,286426028.34
CD,2014,200852409.36
CD,2015,206020446.53
central-asia,2006,45892208.45
central-asia,2007,26589078.97
central-asia,2008,29037898.92
central-asia,2009,22503641.92
central-asia,2010,23108680.08
central-asia,2011,23717776.59
central-asia,2012,24322738.93
central-asia,2013,37260061.86
central-asia,2014,26872819.95
central-asia,2015,46012559.56
CF,1973,0.00
CF,1974,0.00
CF,1976,0.00
CF,1977,0.00
CF,1978,0.00
CF,1979,0.00
CF,1980,0.00
CF,1981,0.00
CF,1982,0.00
CF,1983,0.00
CF,1984,0.00
CF,1985,0.00
CF,1986,0.00
CF,1987,0.00
CF,1988,0.00
CF,1989,0.00
CF,1990,0.00
CF,1991,0.00
CF,1992,0.00
CF,1993,0.00
CF,1994,0.00
CF,1995,7242692.82
CF,1996,16267889.02
CF,1997,19898426.30
CF,1998,60580993.13
CF,1999,51379272.24
CF,2000,8909658.96
CF,2001,23238850.05
CF,2002,7640706.57
CF,2003,5288114.13
CF,2004,35458045.74
CF,2005,11485082.10
CF,2006,13786315.76
CF,2007,26614362.76
CF,2008,34605133.47
CF,2009,46352123.12
CF,2010,75015624.22
CF,2011,54734792.46
CF,2012,51253537.40
CF,2013,32378743.27
CF,2014,139403534.27
CF,2015,122460971.26
CG,1973,982355.36
CG,1974,5385666.47
CG,1976,0.00
CG,1977,0.00
CG,1978,0.00
CG,1979,0.00
CG,1980,0.00
CG,1981,0.00
CG,1982,0.00
CG,1983,0.00
CG,1984,0.00
CG,1985,0.00
CG,1987,0.00
CG,1988,0.00
CG,1989,0.00
CG,1990,0.00
CG,1991,0.00
CG,1992,0.00
CG,1993,0.00
CG,1994,0.00
CG,1995,20663475.54
CG,1996,13301548.83
CG,1997,7783787.28
CG,1998,2764728.21
CG,1999,1388047.90
CG,2000,2749687.42
CG,2001,1336675.00
CG,2002,7357002.16
CG,2003,10362024.26
CG,2004,10843868.18
CG,2005,16212372.29
CG,2006,55370506.28
CG,2007,33288604.41
CG,2008,39032290.08
