id-to,year,value
AF,1973,0.00
AF,1975,0.00
AF,1977,0.00
AF,1978,0.00
AF,1995,0.00
AF,1996,0.00
AF,1997,0.00
AF,1998,1108903.96
AF,1999,144291.92
AF,2000,4286769.69
AF,2001,13338001.01
AF,2002,25471756.26
AF,2003,13457715.41
AF,2004,28879225.89
AF,2005,20201131.94
AF,2006,25958651.53
AF,2007,53164419.64
AF,2008,139644066.35
AF,2009,102861498.40
AF,2010,85138878.52
AF,2011,116536120.03
AF,2012,165852694.56
AF,2013,80949010.11
AF,2014,123039895.66
AF,2015,79126534.94
africa,1985,0.00
africa,1989,0.00
africa,1990,0.00
africa,1996,0.00
africa,1997,0.00
africa,1998,381833.77
africa,2000,151488.18
africa,2001,24538.96
africa,2002,432276.18
africa,2003,117060.62
africa,2005,44647.66
africa,2006,4820281.77
africa,2007,8381441.44
africa,2008,4459780.62
africa,2009,5604441.68
africa,2010,30119703.81
africa,2011,29279184.86
africa,2012,9368568.77
africa,2013,1736033.92
africa,2014,12654945.60
africa,2015,10778253.86
AG,2000,11563.97
AG,2004,2533.99
AG,2005,8735.42
AG,2011,679659.84
AG,2012,104229.21
AG,2013,39451.80
AG,2014,46999.87
AG,2015,61755.23
AI,2005,2911.80
AI,2006,18753.84
AL,2001,26769.60
AL,2008,6017.90
AL,2009,13066.70
AL,2010,9611.06
AL,2011,10521.82
AL,2012,13422.71
AL,2013,8671.01
AL,2015,123480.40
AM,2003,26256.24
AM,2009,4.49
AO,1990,0.00
AO,1995,0.00
AO,1996,0.00
AO,1997,0.00
AO,1998,0.00
AO,1999,125053.13
AO,2000,1156397.35
AO,2004,0.00
AO,2005,0.00
AO,2006,58269.56
AO,2007,946116.20
AO,2011,161937.66
AO,2012,137507.76
AO,2013,178475.00
AO,2014,99505.46
AO,2015,49552.96
AR,1999,0.00
AR,2000,42786.78
AR,2001,54654.85
AR,2002,55253.25
AR,2004,43848.05
AR,2008,29766.57
AR,2009,78214.44
AR,2010,154720.39
AR,2011,271632.65
AR,2012,1007993.34
AR,2013,639092.70
AR,2014,831990.43
AR,2015,368247.25
asia,1975,0.00
asia,1980,0.00
asia,1993,0.00
asia,1994,0.00
asia,1996,0.00
asia,1997,0.00
asia,1998,1500497.10
asia,1999,2788443.66
asia,2004,331425.73
asia,2005,2579858.16
asia,2006,21940581.47
asia,2007,20866411.45
asia,2008,16656230.23
asia,2009,22585653.97
asia,2010,27429118.60
asia,2011,40749639.51
asia,2012,28142030.66
asia,2013,40076426.41
asia,2014,39529885.89
asia,2015,25699132.96
AZ,2005,0.00
AZ,2006,65600.94
AZ,2009,30.55
AZ,2011,42970.12
AZ,2012,448849.44
AZ,2013,4296.52
BA,2001,23423.54
BA,2007,24787.28
BA,2008,6017.90
BA,2009,13066.70
BA,2010,9611.06
BA,2011,7923.94
BA,2012,6032.17
BA,2013,5541.84
BA,2014,861.99
BA,2015,11300.60
BB,2000,41630.39
BB,2001,58000.91
BB,2003,19429.59
BB,2004,69167.73
BB,2005,20382.58
BB,2006,129233.71
BB,2009,1329.16
BB,2010,202537.58
BD,1973,0.00
BD,1974,0.00
BD,1975,0.00
BD,1976,0.00
BD,1977,0.00
BD,1978,0.00
BD,1979,0.00
BD,1980,0.00
BD,1981,0.00
BD,1982,0.00
BD,1983,0.00
BD,1984,0.00
BD,1985,0.00
BD,1986,0.00
BD,1987,0.00
BD,1988,0.00
BD,1989,0.00
BD,1990,0.00
BD,1991,0.00
BD,1992,0.00
BD,1993,0.00
BD,1994,0.00
BD,1995,0.00
BD,1996,0.00
BD,1997,0.00
BD,1998,25257135.99
BD,1999,12743378.74
BD,2000,36006795.21
BD,2001,35066054.17
BD,2002,45667391.64
BD,2003,19361935.30
BD,2004,32985908.71
BD,2005,19222763.42
BD,2006,11118073.79
BD,2007,37195834.03
BD,2008,45528882.44
BD,2009,43974546.73
BD,2010,43152143.96
BD,2011,57995901.26
BD,2012,88417234.60
BD,2013,71238323.29
BD,2014,70900620.99
BD,2015,48951973.33
BF,2000,0.00
BF,2010,361721.48
