id-to,year,round
AE,1977,0.00
AE,1981,0.00
AE,1982,0.00
AE,1983,0.00
AE,1984,0.00
AE,1990,0.00
AE,1991,0.00
AE,1992,0.00
AE,1993,0.00
AE,1994,0.00
AE,1995,0.00
AF,1973,0.00
AF,1976,0.00
AF,1977,0.00
AF,1978,0.00
AF,1979,0.00
AF,1999,93499.77
AF,2000,138307.60
AF,2001,486324.52
AF,2002,22600443.58
AF,2003,118726006.24
AF,2004,143934153.77
AF,2005,61167923.06
AF,2006,98695036.73
AF,2007,94926945.97
AF,2008,174078964.26
AF,2009,129451885.57
AF,2010,543106258.84
AF,2011,506768015.35
AF,2012,595738878.52
AF,2013,696762838.78
AF,2014,345924771.57
AF,2015,317202604.67
africa,1989,0.00
africa,2002,59908.33
africa,2003,1801192.74
africa,2004,1843374.08
africa,2005,3077118.21
africa,2006,12274316.11
africa,2007,93402895.39
africa,2008,351381348.21
africa,2009,78833892.82
africa,2010,50349569.69
africa,2011,97043559.49
africa,2012,30426551.98
africa,2013,123010500.55
africa,2014,320610971.01
africa,2015,371102439.98
AG,1989,0.00
AG,1997,0.00
AG,1998,3536221.33
AG,1999,5624379.53
AG,2000,0.00
AG,2001,2755842.15
AG,2002,7900409.41
AG,2003,2421150.61
AG,2004,1059022.93
AG,2005,4671585.49
AG,2006,1835409.08
AG,2007,192690.91
AG,2008,528731.78
AG,2009,733732.30
AG,2010,4926429.60
AG,2011,6499883.29
AG,2012,548803.48
AG,2013,296595.33
AG,2014,457732.53
AG,2015,1530747.65
AL,1994,5930437.78
AL,1995,1709754.57
AL,1996,0.00
AL,1997,7832218.84
AL,1998,1150341.09
AL,1999,11622763.63
AL,2000,4673345.93
AL,2001,5342199.92
AL,2002,3467193.67
AL,2003,9457467.70
AL,2004,9049858.43
AL,2005,16372182.31
AL,2006,3871332.73
AL,2007,1204878.25
AL,2008,671202.89
AL,2009,1234803.49
AL,2010,4598010.44
AL,2011,6906012.10
AL,2012,2433280.69
AL,2013,2493872.55
AL,2014,21515152.80
AL,2015,15503574.16
AM,1997,3547200.81
AM,1998,4296014.00
AM,1999,1496000.56
AM,2000,6347601.04
AM,2001,3617960.75
AM,2002,9098565.79
AM,2003,4959842.76
AM,2004,3904620.32
AM,2005,4626186.31
AM,2006,7064156.88
AM,2007,1450204.66
AM,2008,48281874.44
AM,2009,77018224.63
AM,2010,58553595.35
AM,2011,7221139.28
AM,2012,2409540.24
AM,2013,3322427.69
AM,2014,3685982.26
AM,2015,3969532.91
america,2003,2699313.82
america,2004,1447532.79
america,2005,2946400.27
america,2006,6689777.77
america,2007,7761750.62
america,2008,7632505.84
america,2009,8734580.76
america,2010,9847401.56
america,2011,8598550.24
america,2012,5236274.74
america,2013,4187593.76
america,2014,20450580.30
america,2015,11029091.54
AO,1980,0.00
AO,1988,0.00
AO,1990,0.00
AO,1991,0.00
AO,1992,2601282.57
AO,1993,0.00
AO,1994,0.00
AO,1995,0.00
AO,1996,2920159.92
AO,1997,9194344.53
AO,1998,13108161.59
AO,1999,15643257.78
AO,2000,14034605.40
AO,2001,16299247.50
AO,2002,24420120.18
AO,2003,29170408.14
AO,2004,21246221.61
AO,2005,22627408.50
AO,2006,11377788.95
AO,2007,21709963.37
AO,2008,14852501.32
AO,2009,5134014.59
AO,2010,27399078.16
AO,2011,7769597.04
AO,2012,9406093.31
AO,2013,12718261.21
AO,2014,7157557.85
AO,2015,197303181.03
AR,1974,0.00
AR,1976,0.00
AR,1977,0.00
AR,1978,0.00
AR,1981,0.00
AR,1982,0.00
AR,1983,0.00
AR,1984,0.00
AR,1985,0.00
AR,1986,0.00
AR,1987,0.00
AR,1988,0.00
AR,1989,0.00
AR,1990,3395939.83
AR,1991,11475096.00
AR,1992,8264574.25
AR,1993,7881534.74
AR,1994,0.00
AR,1995,2412099.06
AR,1996,0.00
AR,1997,3454971.85
AR,1998,2478198.27
AR,1999,19030838.17
AR,2000,16917201.26
AR,2001,0.00
AR,2002,0.00
AR,2003,25953435.00
AR,2004,23615245.95
AR,2005,11541909.01
AR,2006,9402940.49
AR,2007,16276400.85
AR,2008,7038922.34
AR,2009,8765132.30
AR,2010,32038722.17
AR,2011,7353201.81
AR,2012,7890401.41
AR,2013,6426363.63
AR,2014,7844987.61
AR,2015,42911535.96
asia,1982,0.00
asia,1985,0.00
asia,1987,0.00
asia,1996,0.00
asia,1997,3774219.33
asia,1998,6490172.59
asia,2000,436761.42
asia,2003,21162659.69
asia,2004,22048932.72
asia,2005,32997158.30
asia,2006,43202907.23
asia,2007,23204810.81
asia,2008,36983361.56
asia,2009,21622452.08
asia,2010,37391747.37
asia,2011,63387401.37
asia,2012,84709365.12
asia,2013,76155466.43
asia,2014,258436217.59
asia,2015,28695888.44
AZ,1997,2128322.20
AZ,1998,2584711.57
AZ,1999,7774876.18
AZ,2000,23592405.78
AZ,2001,84649966.18
AZ,2002,130233165.43
AZ,2003,70431233.68
AZ,2004,8040382.15
AZ,2005,7102337.08
AZ,2006,3736791.38
AZ,2007,8179246.01
AZ,2008,3138701.55
AZ,2009,6408810.92
AZ,2010,2591183.02
AZ,2011,82140771.53
AZ,2012,116871909.48
AZ,2013,46916184.61
AZ,2014,72287397.24
AZ,2015,39687618.46
BA,1996,19234473.14
BA,1997,28228597.13
BA,1998,50373432.55
BA,1999,27942062.79
BA,2000,15475919.02
BA,2001,6056957.39
BA,2002,12513347.80
BA,2003,43835051.08
BA,2004,18530359.95
BA,2005,14364323.17
BA,2006,14844204.94
BA,2007,5062950.96
BA,2008,9411479.66
BA,2009,4846591.44
BA,2010,2744920.87
BA,2011,2328031.43
BA,2012,2946244.40
BA,2013,6630634.68
BA,2014,7236177.72
BA,2015,12088668.94
BB,2003,756149.32
BB,2004,674759.07
BB,2005,535910.19
BB,2006,112946.51
BB,2007,96760.16
BB,2008,74720.08
BB,2009,32222.94
BB,2010,871778.07
BD,1973,0.00
BD,1974,0.00
BD,1975,0.00
BD,1976,0.00
BD,1977,0.00
BD,1978,0.00
BD,1979,0.00
BD,1980,0.00
BD,1981,0.00
BD,1982,0.00
BD,1983,0.00
BD,1984,0.00
BD,1985,0.00
BD,1986,0.00
BD,1987,0.00
BD,1988,0.00
BD,1989,0.00
BD,1990,276783841.79
BD,1991,39111803.76
BD,1992,106142367.88
BD,1993,105663371.25
BD,1994,88921312.96
BD,1995,98931489.53
BD,1996,225552043.95
BD,1997,210817253.93
BD,1998,287818628.52
BD,1999,228693567.13
BD,2000,284870559.57
BD,2001,245741143.18
BD,2002,258983603.84
BD,2003,188592747.10
BD,2004,297481357.31
BD,2005,95909653.15
BD,2006,279583434.52
BD,2007,180519102.56
BD,2008,742181201.46
BD,2009,97588414.67
BD,2010,103815617.88
BD,2011,142917396.90
BD,2012,306534046.44
BD,2013,364923137.71
BD,2014,362910370.64
BD,2015,465364500.06
BF,1979,0.00
BF,1982,0.00
BF,1983,0.00
BF,1984,0.00
BF,1985,0.00
BF,1986,0.00
BF,1987,0.00
BF,1988,0.00
BF,1989,0.00
BF,1990,0.00
BF,1991,0.00
BF,1992,7640833.66
BF,1993,4572280.83
BF,1994,0.00
BF,1995,0.00
BF,1996,10831015.04
BF,1997,6150853.22
BF,1998,6731600.70
BF,1999,19965837.58
BF,2000,13139240.01
BF,2001,14818170.41
BF,2002,4403264.00
BF,2003,9453581.94
