id-to,year,value
AF,1973,0.00
AF,1975,0.00
AF,1976,0.00
AF,1977,0.00
AF,1978,0.00
AF,1979,0.00
AF,1980,0.00
AF,1981,0.00
AF,1982,0.00
AF,1983,0.00
AF,1984,0.00
AF,1985,0.00
AF,1986,0.00
AF,1987,0.00
AF,1988,0.00
AF,1992,0.00
AF,1995,0.00
AF,1996,0.00
AF,1997,0.00
AF,1998,10585709.63
AF,1999,4685129.47
AF,2000,6333659.53
AF,2001,52074508.04
AF,2002,120720495.54
AF,2003,63611438.67
AF,2004,82011874.52
AF,2005,177497419.73
AF,2006,204468347.51
AF,2007,241117705.91
AF,2008,311406768.07
AF,2009,356977933.94
AF,2010,255864633.36
AF,2011,431994241.69
AF,2012,445272843.66
AF,2013,335553075.39
AF,2014,312453136.63
AF,2015,458293357.41
africa,1987,0.00
africa,1995,0.00
africa,1996,0.00
africa,1997,0.00
africa,1998,535732.01
africa,1999,1191619.19
africa,2000,2588892.14
africa,2001,54200226.63
africa,2002,77518803.42
africa,2003,74780193.79
africa,2004,49136618.20
africa,2005,67666210.87
africa,2006,58309817.33
africa,2007,104160175.50
africa,2008,231306945.33
africa,2009,380185947.16
africa,2010,243655743.41
africa,2011,153141932.63
africa,2012,245078819.58
africa,2013,231697712.85
africa,2014,350342191.05
africa,2015,362736762.28
AG,1973,0.00
AG,1974,0.00
AG,1975,0.00
AG,1976,0.00
AG,1977,0.00
AG,1978,0.00
AG,1980,0.00
AG,1981,0.00
AG,1983,0.00
AG,1984,0.00
AG,1987,0.00
AG,1988,0.00
AG,1989,0.00
AG,1991,0.00
AG,1992,0.00
AG,1996,0.00
AG,1997,0.00
AG,1998,0.00
AG,1999,261628.11
AG,2000,1903529.69
AG,2001,1213753.69
AG,2002,481032.92
AG,2003,84780.18
AG,2007,5053.15
AG,2008,19048.59
AG,2009,6256.72
AG,2010,5250.60
AG,2011,3284.53
AG,2012,5300.87
AG,2013,31418.02
AG,2014,3971.84
AG,2015,3926.40
AI,1976,0.00
AI,1977,0.00
AI,1978,0.00
AI,1979,0.00
AI,1980,0.00
AI,1981,0.00
AI,1982,0.00
AI,1983,0.00
AI,1984,0.00
AI,1985,0.00
AI,1986,0.00
AI,1987,0.00
AI,1988,0.00
AI,1991,0.00
AI,1992,0.00
AI,1993,0.00
AI,1994,0.00
AI,1995,0.00
AI,1996,0.00
AI,1997,0.00
AI,1998,4832702.09
AI,1999,2706426.13
AI,2000,3493387.81
AI,2001,3692277.75
AI,2002,2311858.17
AI,2003,2113450.73
AI,2004,1421798.17
AI,2005,2656639.66
AI,2006,275316.06
AI,2007,202844.14
AI,2008,48396.53
AI,2009,232527.22
AI,2010,96088.62
AI,2011,397429.81
AI,2012,556366.36
AI,2013,2835558.41
AL,1993,0.00
AL,1994,0.00
AL,1995,0.00
AL,1996,0.00
AL,1997,0.00
AL,1998,300098.80
AL,1999,20881909.32
AL,2000,13058341.97
AL,2001,5832821.98
AL,2002,5745432.48
AL,2003,4880919.23
AL,2004,3757535.61
AL,2005,3594277.14
AL,2006,3595278.99
AL,2007,6095286.96
AL,2008,3240738.50
AL,2009,2403422.92
AL,2010,931462.64
AL,2011,691857.03
AL,2012,1029994.51
AL,2013,1199712.62
AL,2014,850641.21
AL,2015,1007953.93
AM,1995,0.00
AM,1996,0.00
AM,1997,0.00
AM,1998,744689.33
AM,1999,976160.93
AM,2000,1499624.59
AM,2001,2801624.25
AM,2002,1428584.37
AM,2003,3431581.04
AM,2004,6966652.50
AM,2005,6437677.52
AM,2006,11442264.11
AM,2007,6723970.30
AM,2008,6381824.93
AM,2009,1107714.28
AM,2010,673224.44
AM,2011,368042.08
AM,2012,1333734.93
AM,2013,1302939.79
AM,2014,1504482.02
AM,2015,1814907.80
america,1987,0.00
america,1992,0.00
america,1995,0.00
america,1996,0.00
america,1997,0.00
america,1998,829161.60
america,1999,1272965.46
america,2000,1349232.59
america,2001,9639886.76
america,2002,11258654.14
america,2003,10258410.99
america,2004,11050885.14
america,2005,14350430.31
america,2006,17230166.39
america,2007,1347275.14
