"district_id","district_name","year","value"
"d314","Abim",2010,
"d314","Abim",2011,
"d314","Abim",2012,67
"d314","Abim",2013,60
"d314","Abim",2014,80
"d314","Abim",2015,85
"d314","Abim",2016,50
"d301","Adjumani",2010,
"d301","Adjumani",2011,
"d301","Adjumani",2012,59
"d301","Adjumani",2013,61
"d301","Adjumani",2014,52
"d301","Adjumani",2015,216
"d301","Adjumani",2016,82
"d322","Agago",2010,
"d322","Agago",2011,
"d322","Agago",2012,54
"d322","Agago",2013,56
"d322","Agago",2014,70
"d322","Agago",2015,62
"d322","Agago",2016,68
"d323","Alebtong",2010,
"d323","Alebtong",2011,
"d323","Alebtong",2012,47
"d323","Alebtong",2013,38
"d323","Alebtong",2014,55
"d323","Alebtong",2015,63
"d323","Alebtong",2016,39
"d315","Amolatar",2010,
"d315","Amolatar",2011,
"d315","Amolatar",2012,29
"d315","Amolatar",2013,32
"d315","Amolatar",2014,34
"d315","Amolatar",2015,33
"d315","Amolatar",2016,28
"d324","Amudat",2010,
"d324","Amudat",2011,
"d324","Amudat",2012,167
"d324","Amudat",2013,330
"d324","Amudat",2014,44
"d324","Amudat",2015,43
"d324","Amudat",2016,
"d216","Amuria",2010,
"d216","Amuria",2011,
"d216","Amuria",2012,42
"d216","Amuria",2013,39
"d216","Amuria",2014,41
"d216","Amuria",2015,30
"d216","Amuria",2016,33
"d316","Amuru",2010,
"d316","Amuru",2011,
"d316","Amuru",2012,57
"d316","Amuru",2013,27
"d316","Amuru",2014,48
"d316","Amuru",2015,51
"d316","Amuru",2016,43
"d302","Apac",2010,
"d302","Apac",2011,
"d302","Apac",2012,55
"d302","Apac",2013,54
"d302","Apac",2014,57
"d302","Apac",2015,51
"d302","Apac",2016,35
"d303","Arua",2010,
"d303","Arua",2011,
"d303","Arua",2012,39
"d303","Arua",2013,36
"d303","Arua",2014,43
"d303","Arua",2015,54
"d303","Arua",2016,41
"d217","Budaka",2010,
"d217","Budaka",2011,
"d217","Budaka",2012,32
"d217","Budaka",2013,33
"d217","Budaka",2014,33
"d217","Budaka",2015,42
"d217","Budaka",2016,27
"d218","Bududa",2010,
"d218","Bududa",2011,
"d218","Bududa",2012,33
"d218","Bududa",2013,27
"d218","Bududa",2014,29
"d218","Bududa",2015,40
"d218","Bududa",2016,35
"d201","Bugiri",2010,
"d201","Bugiri",2011,
"d201","Bugiri",2012,36
"d201","Bugiri",2013,31
"d201","Bugiri",2014,35
"d201","Bugiri",2015,47
"d201","Bugiri",2016,24
"d420","Buhweju",2010,
"d420","Buhweju",2011,
"d420","Buhweju",2012,28
"d420","Buhweju",2013,25
"d420","Buhweju",2014,25
"d420","Buhweju",2015,29
"d420","Buhweju",2016,27
"d117","Buikwe",2010,
"d117","Buikwe",2011,
"d117","Buikwe",2012,34
"d117","Buikwe",2013,37
"d117","Buikwe",2014,35
"d117","Buikwe",2015,36
"d117","Buikwe",2016,33
"d219","Bukedea",2010,
"d219","Bukedea",2011,
"d219","Bukedea",2012,34
"d219","Bukedea",2013,37
"d219","Bukedea",2014,36
"d219","Bukedea",2015,28
"d219","Bukedea",2016,23
"d118","Bukomansimbi",2010,
"d118","Bukomansimbi",2011,
"d118","Bukomansimbi",2012,31
"d118","Bukomansimbi",2013,33
"d118","Bukomansimbi",2014,34
"d118","Bukomansimbi",2015,11
"d118","Bukomansimbi",2016,40
"d220","Bukwo",2010,
"d220","Bukwo",2011,
"d220","Bukwo",2012,27
"d220","Bukwo",2013,27
"d220","Bukwo",2014,39
"d220","Bukwo",2015,56
"d220","Bukwo",2016,49
"d225","Bulambuli",2010,
"d225","Bulambuli",2011,
"d225","Bulambuli",2012,36
"d225","Bulambuli",2013,24
"d225","Bulambuli",2014,23
"d225","Bulambuli",2015,8
"d225","Bulambuli",2016,29
"d416","Buliisa",2010,
"d416","Buliisa",2011,
"d416","Buliisa",2012,
"d416","Buliisa",2013,116
"d416","Buliisa",2014,48
"d416","Buliisa",2015,26
"d416","Buliisa",2016,24
"d401","Bundibugyo",2010,
"d401","Bundibugyo",2011,
"d401","Bundibugyo",2012,27
"d401","Bundibugyo",2013,31
"d401","Bundibugyo",2014,34
"d401","Bundibugyo",2015,46
"d401","Bundibugyo",2016,30
"d402","Bushenyi",2010,
"d402","Bushenyi",2011,
"d402","Bushenyi",2012,23
"d402","Bushenyi",2013,29
"d402","Bushenyi",2014,28
"d402","Bushenyi",2015,28
"d402","Bushenyi",2016,24
"d202","Busia",2010,
"d202","Busia",2011,
"d202","Busia",2012,40
"d202","Busia",2013,29
"d202","Busia",2014,32
"d202","Busia",2015,40
"d202","Busia",2016,27
"d221","Butaleja",2010,
"d221","Butaleja",2011,
"d221","Butaleja",2012,28
"d221","Butaleja",2013,41
"d221","Butaleja",2014,44
"d221","Butaleja",2015,48
"d221","Butaleja",2016,39
"d119","Butambala",2010,
"d119","Butambala",2011,
"d119","Butambala",2012,32
"d119","Butambala",2013,29
"d119","Butambala",2014,31
"d119","Butambala",2015,37
"d119","Butambala",2016,35
"d120","Buvuma",2010,
"d120","Buvuma",2011,
"d120","Buvuma",2012,56
"d120","Buvuma",2013,82
"d120","Buvuma",2014,72
"d120","Buvuma",2015,111
"d120","Buvuma",2016,35
"d226","Buyende",2010,
"d226","Buyende",2011,
"d226","Buyende",2012,31
"d226","Buyende",2013,29
"d226","Buyende",2014,32
"d226","Buyende",2015,37
"d226","Buyende",2016,33
"d317","Dokolo",2010,
"d317","Dokolo",2011,
"d317","Dokolo",2012,22
"d317","Dokolo",2013,33
"d317","Dokolo",2014,33
"d317","Dokolo",2015,33
"d317","Dokolo",2016,47
"d121","Gomba",2010,
"d121","Gomba",2011,
"d121","Gomba",2012,32
"d121","Gomba",2013,28
"d121","Gomba",2014,32
"d121","Gomba",2015,38
"d121","Gomba",2016,24
"d304","Gulu",2010,
"d304","Gulu",2011,
"d304","Gulu",2012,32
"d304","Gulu",2013,32
"d304","Gulu",2014,32
"d304","Gulu",2015,35
"d304","Gulu",2016,34
"d403","Hoima",2010,
"d403","Hoima",2011,
"d403","Hoima",2012,35
"d403","Hoima",2013,35
"d403","Hoima",2014,32
"d403","Hoima",2015,27
"d403","Hoima",2016,29
"d417","Ibanda",2010,
"d417","Ibanda",2011,
"d417","Ibanda",2012,29
"d417","Ibanda",2013,26
"d417","Ibanda",2014,27
"d417","Ibanda",2015,34
"d417","Ibanda",2016,26
"d203","Iganga",2010,
"d203","Iganga",2011,
"d203","Iganga",2012,32
"d203","Iganga",2013,30
"d203","Iganga",2014,32
"d203","Iganga",2015,29
"d203","Iganga",2016,28
"d418","Isingiro",2010,
"d418","Isingiro",2011,
"d418","Isingiro",2012,32
"d418","Isingiro",2013,30
"d418","Isingiro",2014,29
"d418","Isingiro",2015,26
"d418","Isingiro",2016,25
"d204","Jinja",2010,
"d204","Jinja",2011,
"d204","Jinja",2012,35
"d204","Jinja",2013,36
"d204","Jinja",2014,38
"d204","Jinja",2015,40
"d204","Jinja",2016,32
"d318","Kaabong",2010,
"d318","Kaabong",2011,
"d318","Kaabong",2012,120
"d318","Kaabong",2013,84
"d318","Kaabong",2014,104
"d318","Kaabong",2015,115
"d318","Kaabong",2016,235
"d404","Kabale",2010,
"d404","Kabale",2011,
"d404","Kabale",2012,24
"d404","Kabale",2013,23
"d404","Kabale",2014,24
"d404","Kabale",2015,36
"d404","Kabale",2016,27
"d405","Kabarole",2010,
"d405","Kabarole",2011,
"d405","Kabarole",2012,35
"d405","Kabarole",2013,32
"d405","Kabarole",2014,36
"d405","Kabarole",2015,43
"d405","Kabarole",2016,30
"d213","Kaberamaido",2010,
"d213","Kaberamaido",2011,
"d213","Kaberamaido",2012,34
"d213","Kaberamaido",2013,35
"d213","Kaberamaido",2014,38
"d213","Kaberamaido",2015,32
"d213","Kaberamaido",2016,23
"d101","Kalangala",2010,
"d101","Kalangala",2011,
"d101","Kalangala",2012,46
"d101","Kalangala",2013,20
"d101","Kalangala",2014,23
"d101","Kalangala",2015,26
"d101","Kalangala",2016,29
"d222","Kaliro",2010,
"d222","Kaliro",2011,
"d222","Kaliro",2012,31
"d222","Kaliro",2013,34
"d222","Kaliro",2014,32
"d222","Kaliro",2015,46
"d222","Kaliro",2016,34
"d122","Kalungu",2010,
"d122","Kalungu",2011,
"d122","Kalungu",2012,34
"d122","Kalungu",2013,40
"d122","Kalungu",2014,37
"d122","Kalungu",2015,40
"d122","Kalungu",2016,33
"d102","Kampala",2010,
"d102","Kampala",2011,
"d102","Kampala",2012,31
"d102","Kampala",2013,28
"d102","Kampala",2014,35
"d102","Kampala",2015,33
"d102","Kampala",2016,30
"d205","Kamuli",2010,
"d205","Kamuli",2011,
"d205","Kamuli",2012,39
"d205","Kamuli",2013,34
"d205","Kamuli",2014,39
"d205","Kamuli",2015,31
"d205","Kamuli",2016,32
"d413","Kamwenge",2010,
"d413","Kamwenge",2011,
"d413","Kamwenge",2012,27
"d413","Kamwenge",2013,33
"d413","Kamwenge",2014,32
"d413","Kamwenge",2015,38
"d413","Kamwenge",2016,30
"d414","Kanungu",2010,
"d414","Kanungu",2011,
"d414","Kanungu",2012,34
"d414","Kanungu",2013,26
"d414","Kanungu",2014,27
"d414","Kanungu",2015,32
"d414","Kanungu",2016,25
"d206","Kapchorwa",2010,
"d206","Kapchorwa",2011,
"d206","Kapchorwa",2012,34
"d206","Kapchorwa",2013,30
"d206","Kapchorwa",2014,26
"d206","Kapchorwa",2015,51
"d206","Kapchorwa",2016,29
"d406","Kasese",2010,
"d406","Kasese",2011,
"d406","Kasese",2012,33
"d406","Kasese",2013,33
"d406","Kasese",2014,33
"d406","Kasese",2015,33
"d406","Kasese",2016,28
"d207","Katakwi",2010,
"d207","Katakwi",2011,
"d207","Katakwi",2012,18
"d207","Katakwi",2013,19
"d207","Katakwi",2014,41
"d207","Katakwi",2015,29
"d207","Katakwi",2016,23
"d112","Kayunga",2010,
"d112","Kayunga",2011,
"d112","Kayunga",2012,37
"d112","Kayunga",2013,33
"d112","Kayunga",2014,32
"d112","Kayunga",2015,40
"d112","Kayunga",2016,29
"d407","Kibaale",2010,
"d407","Kibaale",2011,
"d407","Kibaale",2012,31
"d407","Kibaale",2013,28
"d407","Kibaale",2014,28
"d407","Kibaale",2015,28
"d407","Kibaale",2016,25
"d103","Kiboga",2010,
"d103","Kiboga",2011,
"d103","Kiboga",2012,29
"d103","Kiboga",2013,29
"d103","Kiboga",2014,26
"d103","Kiboga",2015,18
"d103","Kiboga",2016,26
"d227","Kibuku",2010,
"d227","Kibuku",2011,
"d227","Kibuku",2012,30
"d227","Kibuku",2013,26
"d227","Kibuku",2014,30
"d227","Kibuku",2015,20
"d227","Kibuku",2016,25
"d419","Kiruhura",2010,
"d419","Kiruhura",2011,
"d419","Kiruhura",2012,31
"d419","Kiruhura",2013,28
"d419","Kiruhura",2014,30
"d419","Kiruhura",2015,34
"d419","Kiruhura",2016,26
"d421","Kiryandongo",2010,
"d421","Kiryandongo",2011,
"d421","Kiryandongo",2012,29
"d421","Kiryandongo",2013,33
"d421","Kiryandongo",2014,32
"d421","Kiryandongo",2015,53
"d421","Kiryandongo",2016,32
"d408","Kisoro",2010,
"d408","Kisoro",2011,
"d408","Kisoro",2012,22
"d408","Kisoro",2013,23
"d408","Kisoro",2014,23
"d408","Kisoro",2015,33
"d408","Kisoro",2016,26
"d305","Kitgum",2010,
"d305","Kitgum",2011,
"d305","Kitgum",2012,57
"d305","Kitgum",2013,49
"d305","Kitgum",2014,41
"d305","Kitgum",2015,55
"d305","Kitgum",2016,33
"d319","Koboko",2010,
"d319","Koboko",2011,
"d319","Koboko",2012,45
"d319","Koboko",2013,49
"d319","Koboko",2014,40
"d319","Koboko",2015,44
"d319","Koboko",2016,40
"d325","Kole",2010,
"d325","Kole",2011,
"d325","Kole",2012,18
"d325","Kole",2013,18
"d325","Kole",2014,35
"d325","Kole",2015,41
"d325","Kole",2016,28
"d306","Kotido",2010,
"d306","Kotido",2011,
"d306","Kotido",2012,65
"d306","Kotido",2013,196
"d306","Kotido",2014,95
"d306","Kotido",2015,291
"d306","Kotido",2016,109
"d208","Kumi",2010,
"d208","Kumi",2011,
"d208","Kumi",2012,19
"d208","Kumi",2013,25
"d208","Kumi",2014,18
"d208","Kumi",2015,39
"d208","Kumi",2016,45
"d228","Kween",2010,
"d228","Kween",2011,
"d228","Kween",2012,24
"d228","Kween",2013,30
"d228","Kween",2014,32
"d228","Kween",2015,55
"d228","Kween",2016,29
"d123","Kyankwanzi",2010,
"d123","Kyankwanzi",2011,
"d123","Kyankwanzi",2012,35
"d123","Kyankwanzi",2013,42
"d123","Kyankwanzi",2014,35
"d123","Kyankwanzi",2015,39
"d123","Kyankwanzi",2016,30
"d422","Kyegegwa",2010,
"d422","Kyegegwa",2011,
"d422","Kyegegwa",2012,30
"d422","Kyegegwa",2013,27
"d422","Kyegegwa",2014,29
"d422","Kyegegwa",2015,37
"d422","Kyegegwa",2016,27
"d415","Kyenjojo",2010,
"d415","Kyenjojo",2011,
"d415","Kyenjojo",2012,30
"d415","Kyenjojo",2013,29
