"id","entity-name","year","value"
"d314","Abim",2014,23.91937002
"d301","Adjumani",2014,83.97875051
"d322","Agago",2014,58.5697984
"d323","Alebtong",2014,51.36544952
"d315","Amolatar",2014,66.58789268
"d324","Amudat",2014,57.43235463
"d216","Amuria",2014,50.32848092
"d316","Amuru",2014,51.3843982
"d302","Apac",2014,43.95436323
"d303","Arua",2014,55.54102951
"d217","Budaka",2014,61.61529809
"d218","Bududa",2014,71.3091922
"d201","Bugiri",2014,64.36206049
"d420","Buhweju",2014,77.89770061
"d117","Buikwe",2014,80.19184827
"d219","Bukedea",2014,50.53385253
"d118","Bukomansimbi",2014,74.2968766
"d220","Bukwo",2014,71.19802097
"d225","Bulambuli",2014,58.66004175
"d416","Buliisa",2014,50.97708604
"d401","Bundibugyo",2014,74.79326883
"d402","Bushenyi",2014,77.08421087
"d202","Busia",2014,70.05677037
"d221","Butaleja",2014,52.50899166
"d119","Butambala",2014,77.63975155
"d120","Buvuma",2014,43.84845621
"d226","Buyende",2014,55.11982841
"d317","Dokolo",2014,69.97884493
"d121","Gomba",2014,70.23782143
"d304","Gulu",2014,74.36911816
"d403","Hoima",2014,76.02182731
"d417","Ibanda",2014,79.9924537
"d203","Iganga",2014,72.15344389
"d418","Isingiro",2014,64.67662856
"d204","Jinja",2014,88.62556014
"d318","Kaabong",2014,27.490887
"d404","Kabale",2014,77.47776945
"d405","Kabarole",2014,76.4831813
"d213","Kaberamaido",2014,53.69814195
"d101","Kalangala",2014,84.28251121
"d222","Kaliro",2014,57.2635922
"d122","Kalungu",2014,74.11448127
"d102","Kampala",2014,87.1384195
"d205","Kamuli",2014,63.78415987
"d413","Kamwenge",2014,70.5273288
"d414","Kanungu",2014,72.50847024
"d206","Kapchorwa",2014,63.24629271
"d406","Kasese",2014,68.06380156
"d207","Katakwi",2014,66.11949844
"d112","Kayunga",2014,75.74098297
"d407","Kibaale",2014,71.58667724
"d103","Kiboga",2014,85.7879275
"d227","Kibuku",2014,58.6506323
"d419","Kiruhura",2014,63.91337076
"d421","Kiryandongo",2014,62.75308739
"d408","Kisoro",2014,76.30133435
"d305","Kitgum",2014,54.27720199
"d319","Koboko",2014,61.96498054
"d325","Kole",2014,41.79413043
"d306","Kotido",2014,43.18602261
"d208","Kumi",2014,54.883523
"d228","Kween",2014,64.7896565
"d123","Kyankwanzi",2014,75.10241436
"d422","Kyegegwa",2014,75.50115805
"d415","Kyenjojo",2014,71.53750029
"d326","Lamwo",2014,58.71615234
"d307","Lira",2014,61.6889607
"d229","Luuka",2014,67.35173787
"d104","Luwero",2014,73.52250202
"d124","Lwengo",2014,70.3807878
"d114","Lyantonde",2014,62.82035611
"d223","Manafwa",2014,58.11663333
"d320","Maracha",2014,50.08623892
"d105","Masaka",2014,85.16208539
"d409","Masindi",2014,68.29726718
"d214","Mayuge",2014,66.19350323
"d209","Mbale",2014,75.4401624
"d410","Mbarara",2014,79.42571453
"d423","Mitooma",2014,72.0274823
"d115","Mityana",2014,82.47023022
"d308","Moroto",2014,78.7176516
"d309","Moyo",2014,78.186699
"d106","Mpigi",2014,80.19851981
"d107","Mubende",2014,70.03210905
"d108","Mukono",2014,76.66706194
"d311","Nakapiripirit",2014,71.6286025
"d116","Nakaseke",2014,76.24286404
"d109","Nakasongola",2014,78.73292274
"d230","Namayingo",2014,60.45300071
"d224","Namutumba",2014,56.88048633
"d327","Napak",2014,61.75006162
"d310","Nebbi",2014,52.66447924
"d231","Ngora",2014,65.25768019
"d424","Ntoroko",2014,77.29733685
"d411","Ntungamo",2014,70.06129778
"d328","Nwoya",2014,68.11630065
"d329","Otuke",2014,59.88134008
"d321","Oyam",2014,61.02979522
"d312","Pader",2014,59.90882807
"d210","Pallisa",2014,63.50781781
"d110","Rakai",2014,81.70959199
"d425","Rubirizi",2014,75.37995965
"d412","Rukungiri",2014,84.08487727
"d232","Serere",2014,47.20812732
"d426","Sheema",2014,74.00926586
"d215","Sironko",2014,68.13886237
"d211","Soroti",2014,63.86698337
"d111","Ssembabule",2014,69.97664618
"d212","Tororo",2014,61.33018648
"d113","Wakiso",2014,84.25840247
"d313","Yumbe",2014,66.71006833
"d330","Zombo",2014,53.90784715
