"district_id","district_name","year","value"
"d314","Abim",2013,
"d314","Abim",2014,81
"d314","Abim",2015,82
"d314","Abim",2016,90
"d301","Adjumani",2013,
"d301","Adjumani",2014,91
"d301","Adjumani",2015,91
"d301","Adjumani",2016,97
"d322","Agago",2013,92.63
"d322","Agago",2014,98
"d322","Agago",2015,95
"d322","Agago",2016,91
"d323","Alebtong",2013,
"d323","Alebtong",2014,85
"d323","Alebtong",2015,82
"d323","Alebtong",2016,91
"d315","Amolatar",2013,
"d315","Amolatar",2014,94
"d315","Amolatar",2015,97
"d315","Amolatar",2016,97
"d324","Amudat",2013,97.18
"d324","Amudat",2014,100
"d324","Amudat",2015,100
"d324","Amudat",2016,89
"d216","Amuria",2013,
"d216","Amuria",2014,82
"d216","Amuria",2015,84
"d216","Amuria",2016,84
"d316","Amuru",2013,
"d316","Amuru",2014,86
"d316","Amuru",2015,93
"d316","Amuru",2016,93
"d302","Apac",2013,73.23
"d302","Apac",2014,87
"d302","Apac",2015,86
"d302","Apac",2016,86
"d303","Arua",2013,
"d303","Arua",2014,60
"d303","Arua",2015,100
"d303","Arua",2016,77
"d217","Budaka",2013,87.06
"d217","Budaka",2014,88
"d217","Budaka",2015,89
"d217","Budaka",2016,87
"d218","Bududa",2013,
"d218","Bududa",2014,90
"d218","Bududa",2015,90
"d218","Bududa",2016,93
"d201","Bugiri",2013,84.36
"d201","Bugiri",2014,95
"d201","Bugiri",2015,93
"d201","Bugiri",2016,96
"d420","Buhweju",2013,60.67
"d420","Buhweju",2014,65
"d420","Buhweju",2015,65
"d420","Buhweju",2016,89
"d117","Buikwe",2013,88.55
"d117","Buikwe",2014,89
"d117","Buikwe",2015,89
"d117","Buikwe",2016,76
"d219","Bukedea",2013,
"d219","Bukedea",2014,96
"d219","Bukedea",2015,96
"d219","Bukedea",2016,96
"d118","Bukomansimbi",2013,54.39
"d118","Bukomansimbi",2014,69
"d118","Bukomansimbi",2015,69
"d118","Bukomansimbi",2016,67
"d220","Bukwo",2013,85.37
"d220","Bukwo",2014,97
"d220","Bukwo",2015,95
"d220","Bukwo",2016,100
"d225","Bulambuli",2013,71.97
"d225","Bulambuli",2014,76
"d225","Bulambuli",2015,77
"d225","Bulambuli",2016,83
"d416","Buliisa",2013,
"d416","Buliisa",2014,98
"d416","Buliisa",2015,99
"d416","Buliisa",2016,98
"d401","Bundibugyo",2013,
"d401","Bundibugyo",2014,86
"d401","Bundibugyo",2015,66
"d401","Bundibugyo",2016,69
"d402","Bushenyi",2013,93.69
"d402","Bushenyi",2014,98
"d402","Bushenyi",2015,96
"d402","Bushenyi",2016,97
"d202","Busia",2013,81.8
"d202","Busia",2014,83
"d202","Busia",2015,82
"d202","Busia",2016,84
"d221","Butaleja",2013,
"d221","Butaleja",2014,82
"d221","Butaleja",2015,85
"d221","Butaleja",2016,85
"d119","Butambala",2013,82.75
"d119","Butambala",2014,88
"d119","Butambala",2015,87
"d119","Butambala",2016,86
"d120","Buvuma",2013,93.94
"d120","Buvuma",2014,100
"d120","Buvuma",2015,89
"d120","Buvuma",2016,91
"d226","Buyende",2013,59.02
"d226","Buyende",2014,61
"d226","Buyende",2015,61
"d226","Buyende",2016,90
"d317","Dokolo",2013,81.2
"d317","Dokolo",2014,82
"d317","Dokolo",2015,91
"d317","Dokolo",2016,91
"d121","Gomba",2013,
"d121","Gomba",2014,77
"d121","Gomba",2015,78
"d121","Gomba",2016,49
"d304","Gulu",2013,
"d304","Gulu",2014,74
"d304","Gulu",2015,78
"d304","Gulu",2016,77
"d403","Hoima",2013,60.02
"d403","Hoima",2014,87
"d403","Hoima",2015,79
"d403","Hoima",2016,88
"d417","Ibanda",2013,70.68
"d417","Ibanda",2014,78
"d417","Ibanda",2015,83
"d417","Ibanda",2016,83
"d203","Iganga",2013,
"d203","Iganga",2014,88
"d203","Iganga",2015,87
"d203","Iganga",2016,83
"d418","Isingiro",2013,56.63
"d418","Isingiro",2014,74
"d418","Isingiro",2015,96
"d418","Isingiro",2016,88
"d204","Jinja",2013,77.09
"d204","Jinja",2014,78
"d204","Jinja",2015,76
"d204","Jinja",2016,86
"d318","Kaabong",2013,
"d318","Kaabong",2014,92
"d318","Kaabong",2015,93
"d318","Kaabong",2016,97
"d404","Kabale",2013,70.89
"d404","Kabale",2014,71
"d404","Kabale",2015,79
"d404","Kabale",2016,69
"d405","Kabarole",2013,
"d405","Kabarole",2014,75
"d405","Kabarole",2015,68
"d405","Kabarole",2016,68
"d213","Kaberamaido",2013,87.05
"d213","Kaberamaido",2014,90
"d213","Kaberamaido",2015,88
"d213","Kaberamaido",2016,96
"d101","Kalangala",2013,
"d101","Kalangala",2014,75
"d101","Kalangala",2015,59
"d101","Kalangala",2016,88
"d222","Kaliro",2013,
"d222","Kaliro",2014,87
"d222","Kaliro",2015,87
"d222","Kaliro",2016,89
"d122","Kalungu",2013,54.96
"d122","Kalungu",2014,80
"d122","Kalungu",2015,57
"d122","Kalungu",2016,64
"d102","Kampala",2013,
"d102","Kampala",2014,
"d102","Kampala",2015,
"d102","Kampala",2016,
"d205","Kamuli",2013,
"d205","Kamuli",2014,80
"d205","Kamuli",2015,69
"d205","Kamuli",2016,87
"d413","Kamwenge",2013,
"d413","Kamwenge",2014,85
"d413","Kamwenge",2015,94
"d413","Kamwenge",2016,97
"d414","Kanungu",2013,77.12
"d414","Kanungu",2014,77
"d414","Kanungu",2015,87
"d414","Kanungu",2016,71
"d206","Kapchorwa",2013,62.26
"d206","Kapchorwa",2014,68
"d206","Kapchorwa",2015,94
"d206","Kapchorwa",2016,95
"d406","Kasese",2013,
"d406","Kasese",2014,82
"d406","Kasese",2015,99
"d406","Kasese",2016,100
"d207","Katakwi",2013,
"d207","Katakwi",2014,84
"d207","Katakwi",2015,90
"d207","Katakwi",2016,82
"d112","Kayunga",2013,65.87
"d112","Kayunga",2014,68
"d112","Kayunga",2015,65
"d112","Kayunga",2016,81
"d407","Kibaale",2013,
"d407","Kibaale",2014,72
"d407","Kibaale",2015,75
"d407","Kibaale",2016,77
"d103","Kiboga",2013,63.89
"d103","Kiboga",2014,69
"d103","Kiboga",2015,76
"d103","Kiboga",2016,89
"d227","Kibuku",2013,77.36
"d227","Kibuku",2014,88
"d227","Kibuku",2015,88
"d227","Kibuku",2016,91
"d419","Kiruhura",2013,83.33
"d419","Kiruhura",2014,87
"d419","Kiruhura",2015,94
"d419","Kiruhura",2016,94
"d421","Kiryandongo",2013,64.39
"d421","Kiryandongo",2014,69
"d421","Kiryandongo",2015,67
"d421","Kiryandongo",2016,66
