id,year,value
d18943,2012,7
d18944,2012,1
d18946,2012,4.9
d18947,2012,0.8
d18948,2012,4.4
d18949,2012,1.5
d18950,2012,0.7
d18951,2012,
d18952,2012,24.7
d18953,2012,1.5
d18954,2012,0.2
d18955,2012,2.1
d18956,2012,0.1
d18957,2012,0.3
d18958,2012,1.8
d18959,2012,0.9
d18960,2012,
d18961,2012,2.1
d18962,2012,0.3
d18964,2012,44.1
d18965,2012,0.1
d18966,2012,
d18967,2012,0.2
d18968,2012,0.2
d18969,2012,0.7
d18970,2012,4.9
d18971,2012,0.5
d18972,2012,4.5
d18973,2012,0.7
d18974,2012,6.9
d18975,2012,0.3
d18976,2012,1.2
d18977,2012,4.7
d18978,2012,2.6
d18979,2012,3.1
d18980,2012,2.9
d18981,2012,0.2
d18982,2012,0.1
d18983,2012,2.3
d18984,2012,2
d18985,2012,1.5
d18986,2012,2.1
d18987,2012,0.7
d18988,2012,0.5
d18989,2012,0.4
d18990,2012,6.3
d18991,2012,0.5
