"id-to","entity-to-name","year","value"
"AF","Afghanistan",1974,0
"AF","Afghanistan",1975,0
"AF","Afghanistan",1976,0
"asia","Asia, regional",1975,0
"BD","Bangladesh",1973,0
"BD","Bangladesh",1974,0
"BD","Bangladesh",1975,0
"BD","Bangladesh",1976,0
"bilateral-unspecified","Bilateral, unspecified",1975,0
"KH","Cambodia",1973,0
"east-asia","Far East Asia, regional",1975,0
"FJ","Fiji",1973,0
"ID","Indonesia",1973,0
"ID","Indonesia",1974,0
"ID","Indonesia",1975,0
"KI","Kiribati",1976,0
"KR","Korea",1973,0
"KR","Korea",1974,0
"KR","Korea",1975,0
"LA","Lao",1975,0
"MY","Malaysia",1973,0
"MY","Malaysia",1974,0
"MM","Myanmar",1973,0
"MM","Myanmar",1974,0
"MM","Myanmar",1975,0
"MM","Myanmar",1976,0
"NP","Nepal",1974,0
"NP","Nepal",1975,0
"NP","Nepal",1976,0
"PK","Pakistan",1973,0
"PK","Pakistan",1974,0
"PK","Pakistan",1975,0
"PK","Pakistan",1976,0
"PG","Papua New Guinea",1973,0
"PG","Papua New Guinea",1975,0
"PG","Papua New Guinea",1976,0
"PH","Philippines",1973,0
"PH","Philippines",1974,0
"PH","Philippines",1975,0
"WS","Samoa",1973,0
"WS","Samoa",1974,0
"WS","Samoa",1975,0
"WS","Samoa",1976,0
"SB","Solomon Islands",1974,0
"SB","Solomon Islands",1976,0
"LK","Sri Lanka",1973,0
"LK","Sri Lanka",1974,0
"LK","Sri Lanka",1975,0
"LK","Sri Lanka",1976,0
"TH","Thailand",1973,0
"TH","Thailand",1974,0
"TO","Tonga",1973,0
"TO","Tonga",1974,0
