"id","entity-name","year","value"
"d101",,2010,13
"d101",,2011,14
"d101",,2012,13
"d101",,2013,12
"d102",,2010,19
"d102",,2011,26
"d102",,2012,29
"d102",,2013,21
"d103",,2010,18
"d103",,2011,27
"d103",,2012,31
"d103",,2013,18
"d104",,2010,18
"d104",,2011,22
"d104",,2012,27
"d104",,2013,21
"d105",,2010,19
"d105",,2011,22
"d105",,2012,29
"d105",,2013,18
"d106",,2010,15
"d106",,2011,19
"d106",,2012,22
"d106",,2013,15
"d107",,2010,20
"d107",,2011,22
"d107",,2012,29
"d107",,2013,24
"d108",,2010,18
"d108",,2011,25
"d108",,2012,34
"d108",,2013,20
"d109",,2010,19
"d109",,2011,22
"d109",,2012,27
"d109",,2013,23
"d110",,2010,19
"d110",,2011,27
"d110",,2012,38
"d110",,2013,29
"d111",,2010,23
"d111",,2011,19
"d111",,2012,30
"d111",,2013,18
"d112",,2010,18
"d112",,2011,23
"d112",,2012,30
"d112",,2013,21
"d113",,2010,17
"d113",,2011,24
"d113",,2012,25
"d113",,2013,19
"d114",,2010,19
"d114",,2011,24
"d114",,2012,23
"d114",,2013,20
"d115",,2010,19
"d115",,2011,26
"d115",,2012,38
"d115",,2013,20
"d116",,2010,15
"d116",,2011,25
"d116",,2012,21
"d116",,2013,18
"d117",,2010,17
"d117",,2011,26
"d117",,2012,27
"d117",,2013,22
"d118",,2010,20
"d118",,2011,27
"d118",,2012,25
"d118",,2013,29
"d119",,2010,18
"d119",,2011,20
"d119",,2012,28
"d119",,2013,19
"d120",,2010,14
"d120",,2011,8
"d120",,2012,11
"d120",,2013,12
"d121",,2010,14
"d121",,2011,21
"d121",,2012,20
"d121",,2013,18
"d122",,2010,19
"d122",,2011,25
"d122",,2012,49
"d122",,2013,21
"d123",,2010,15
"d123",,2011,15
"d123",,2012,18
"d123",,2013,15
"d124",,2010,21
"d124",,2011,29
"d124",,2012,32
"d124",,2013,22
"d201",,2010,19
"d201",,2011,27
"d201",,2012,36
"d201",,2013,26
"d202",,2010,20
"d202",,2011,34
"d202",,2012,43
"d202",,2013,28
"d203",,2010,26
"d203",,2011,33
"d203",,2012,36
"d203",,2013,26
"d204",,2010,22
"d204",,2011,28
"d204",,2012,34
"d204",,2013,27
"d205",,2010,26
"d205",,2011,30
"d205",,2012,33
"d205",,2013,28
"d206",,2010,25
"d206",,2011,30
"d206",,2012,32
"d206",,2013,27
"d207",,2010,15
"d207",,2011,26
"d207",,2012,32
"d207",,2013,27
"d208",,2010,23
"d208",,2011,42
"d208",,2012,32
"d208",,2013,23
"d209",,2010,20
"d209",,2011,27
"d209",,2012,47
"d209",,2013,25
"d210",,2010,21
"d210",,2011,29
"d210",,2012,32
"d210",,2013,26
"d211",,2010,20
"d211",,2011,32
"d211",,2012,29
"d211",,2013,25
"d212",,2010,21
"d212",,2011,30
"d212",,2012,34
"d212",,2013,26
"d213",,2010,20
"d213",,2011,27
"d213",,2012,32
"d213",,2013,24
"d214",,2010,21
"d214",,2011,31
"d214",,2012,44
"d214",,2013,28
"d215",,2010,20
"d215",,2011,34
"d215",,2012,34
"d215",,2013,21
"d216",,2010,23
"d216",,2011,27
"d216",,2012,35
"d216",,2013,25
"d217",,2010,25
"d217",,2011,35
"d217",,2012,37
"d217",,2013,28
"d218",,2010,26
"d218",,2011,28
"d218",,2012,43
"d218",,2013,33
"d219",,2010,27
"d219",,2011,30
"d219",,2012,30
"d219",,2013,28
"d220",,2010,22
"d220",,2011,27
"d220",,2012,28
"d220",,2013,29
"d221",,2010,18
"d221",,2011,25
"d221",,2012,36
"d221",,2013,26
"d222",,2010,23
"d222",,2011,31
"d222",,2012,34
"d222",,2013,37
"d223",,2010,21
"d223",,2011,31
"d223",,2012,37
"d223",,2013,29
"d224",,2010,23
"d224",,2011,26
"d224",,2012,47
"d224",,2013,35
"d225",,2010,21
"d225",,2011,29
"d225",,2012,57
"d225",,2013,31
"d226",,2010,31
"d226",,2011,33
"d226",,2012,44
"d226",,2013,31
"d227",,2010,31
"d227",,2011,34
"d227",,2012,29
"d227",,2013,20
"d228",,2010,24
"d228",,2011,29
"d228",,2012,28
"d228",,2013,26
"d229",,2010,23
"d229",,2011,29
"d229",,2012,36
"d229",,2013,26
"d230",,2010,25
"d230",,2011,42
"d230",,2012,31
"d230",,2013,35
"d231",,2010,22
"d231",,2011,32
"d231",,2012,29
"d231",,2013,26
"d232",,2010,16
"d232",,2011,26
"d232",,2012,35
"d232",,2013,24
"d301",,2010,21
"d301",,2011,27
"d301",,2012,43
"d301",,2013,21
"d302",,2010,20
"d302",,2011,21
"d302",,2012,30
"d302",,2013,22
"d303",,2010,17
"d303",,2011,21
"d303",,2012,22
"d303",,2013,17
"d304",,2010,21
"d304",,2011,22
"d304",,2012,29
"d304",,2013,19
"d305",,2010,27
"d305",,2011,26
"d305",,2012,41
"d305",,2013,32
"d306",,2010,31
"d306",,2011,31
"d306",,2012,88
"d306",,2013,37
"d307",,2010,16
"d307",,2011,18
"d307",,2012,26
"d307",,2013,23
"d308",,2010,19
"d308",,2011,19
"d308",,2012,23
"d308",,2013,19
"d309",,2010,18
"d309",,2011,24
"d309",,2012,20
"d309",,2013,21
"d310",,2010,19
"d310",,2011,26
"d310",,2012,29
"d310",,2013,24
"d311",,2010,22
"d311",,2011,30
"d311",,2012,43
"d311",,2013,25
"d312",,2010,13
"d312",,2011,19
"d312",,2012,22
"d312",,2013,17
"d313",,2010,19
"d313",,2011,24
"d313",,2012,36
"d313",,2013,23
"d314",,2010,33
"d314",,2011,32
"d314",,2012,44
"d314",,2013,30
"d315",,2010,19
"d315",,2011,19
"d315",,2012,19
"d315",,2013,20
"d316",,2010,22
"d316",,2011,26
"d316",,2012,30
"d316",,2013,21
"d317",,2010,15
"d317",,2011,19
"d317",,2012,28
"d317",,2013,21
"d318",,2010,21
"d318",,2011,
"d318",,2012,30
"d318",,2013,27
"d319",,2010,17
"d319",,2011,21
