"district_id","district_name","year","value"
"d314","Abim",2010,38
"d314","Abim",2011,
"d314","Abim",2012,37
"d314","Abim",2013,69
"d314","Abim",2014,57
"d314","Abim",2015,57
"d314","Abim",2016,53
"d301","Adjumani",2010,24
"d301","Adjumani",2011,
"d301","Adjumani",2012,26
"d301","Adjumani",2013,49
"d301","Adjumani",2014,63
"d301","Adjumani",2015,40
"d301","Adjumani",2016,38
"d322","Agago",2010,28
"d322","Agago",2011,
"d322","Agago",2012,34
"d322","Agago",2013,65
"d322","Agago",2014,55
"d322","Agago",2015,57
"d322","Agago",2016,62
"d323","Alebtong",2010,43
"d323","Alebtong",2011,
"d323","Alebtong",2012,43
"d323","Alebtong",2013,92
"d323","Alebtong",2014,77
"d323","Alebtong",2015,74
"d323","Alebtong",2016,71
"d315","Amolatar",2010,44
"d315","Amolatar",2011,
"d315","Amolatar",2012,51
"d315","Amolatar",2013,96
"d315","Amolatar",2014,63
"d315","Amolatar",2015,80
"d315","Amolatar",2016,75
"d324","Amudat",2010,47
"d324","Amudat",2011,
"d324","Amudat",2012,35
"d324","Amudat",2013,41
"d324","Amudat",2014,27
"d324","Amudat",2015,32
"d324","Amudat",2016,31
"d216","Amuria",2010,41
"d216","Amuria",2011,
"d216","Amuria",2012,45
"d216","Amuria",2013,76
"d216","Amuria",2014,79
"d216","Amuria",2015,64
"d216","Amuria",2016,64
"d316","Amuru",2010,45
"d316","Amuru",2011,
"d316","Amuru",2012,39
"d316","Amuru",2013,62
"d316","Amuru",2014,59
"d316","Amuru",2015,60
"d316","Amuru",2016,58
"d302","Apac",2010,47
"d302","Apac",2011,
"d302","Apac",2012,44
"d302","Apac",2013,90
"d302","Apac",2014,72
"d302","Apac",2015,83
"d302","Apac",2016,81
"d303","Arua",2010,61
"d303","Arua",2011,
"d303","Arua",2012,64
"d303","Arua",2013,110
"d303","Arua",2014,84
"d303","Arua",2015,85
"d303","Arua",2016,92
"d217","Budaka",2010,41
"d217","Budaka",2011,
"d217","Budaka",2012,43
"d217","Budaka",2013,75
"d217","Budaka",2014,65
"d217","Budaka",2015,80
"d217","Budaka",2016,63
"d218","Bududa",2010,49
"d218","Bududa",2011,
"d218","Bududa",2012,47
"d218","Bududa",2013,95
"d218","Bududa",2014,88
"d218","Bududa",2015,75
"d218","Bududa",2016,67
"d201","Bugiri",2010,43
"d201","Bugiri",2011,
