"id","entity-name","year","value"
"d101","Kalangala",2014,61.6
"d102","Kampala",2014,9.9
"d103","Kiboga",2014,34.7
"d104","Luwero",2014,22.1
"d105","Masaka",2014,36.1
"d106","Mpigi",2014,21.1
"d107","Mubende",2014,35.5
"d108","Mukono",2014,22.1
"d109","Nakasongola",2014,52.6
"d110","Rakai",2014,54.3
"d111","Ssembabule",2014,47.1
"d112","Kayunga",2014,22
"d113","Wakiso",2014,19.7
"d114","Lyantonde",2014,47.1
"d115","Mityana",2014,35.5
"d116","Nakaseke",2014,
"d117","Buikwe",2014,22.1
"d118","Bukomansimbi",2014,36.1
"d119","Butambala",2014,21.1
"d120","Buvuma",2014,
"d121","Gomba",2014,
"d122","Kalungu",2014,36.1
"d123","Kyankwanzi",2014,34.7
"d124","Lwengo",2014,36.1
"d201","Bugiri",2014,39.4
"d202","Busia",2014,36
"d203","Iganga",2014,25.2
"d204","Jinja",2014,27.6
"d205","Kamuli",2014,16.4
"d206","Kapchorwa",2014,24.8
"d207","Katakwi",2014,13.3
"d208","Kumi",2014,9.8
"d209","Mbale",2014,22.9
"d210","Pallisa",2014,
"d211","Soroti",2014,26.4
"d212","Tororo",2014,19.9
"d213","Kaberamaido",2014,0.34
"d214","Mayuge",2014,33
"d215","Sironko",2014,41.5
"d216","Amuria",2014,13.3
"d217","Budaka",2014,22.9
"d218","Bududa",2014,22.9
"d219","Bukedea",2014,9.8
"d220","Bukwo",2014,24.8
"d221","Butaleja",2014,19.9
"d222","Kaliro",2014,16.4
"d223","Manafwa",2014,22.9
"d224","Namutumba",2014,25.2
"d225","Bulambuli",2014,41.5
"d226","Buyende",2014,16.4
"d227","Kibuku",2014,
"d228","Kween",2014,24.8
"d229","Luuka",2014,25.2
"d230","Namayingo",2014,39.4
"d231","Ngora",2014,9.8
"d232","Serere",2014,26.4
"d301","Adjumani",2014,18.8
"d302","Apac",2014,33.5
"d303","Arua",2014,29.7
"d304","Gulu",2014,17.2
"d305","Kitgum",2014,18.3
"d306","Kotido",2014,41
"d307","Lira",2014,14.4
"d308","Moroto",2014,24.8
"d309","Moyo",2014,15.4
"d310","Nebbi",2014,19.7
"d311","Nakapiripirit",2014,37.6
"d312","Pader",2014,13.2
"d313","Yumbe",2014,57.5
"d314","Abim",2014,
"d315","Amolatar",2014,14.4
"d316","Amuru",2014,17.2
"d317","Dokolo",2014,14.4
"d318","Kaabong",2014,
"d319","Koboko",2014,29.7
"d320","Maracha",2014,29.7
"d321","Oyam",2014,33.5
"d322","Agago",2014,13.2
"d323","Alebtong",2014,14.4
"d324","Amudat",2014,37.6
"d325","Kole",2014,33.5
"d326","Lamwo",2014,18.3
"d327","Napak",2014,24.8
"d328","Nwoya",2014,17.2
"d329","Otuke",2014,14.4
"d330","Zombo",2014,19.7
"d401","Bundibugyo",2014,27.3
"d402","Bushenyi",2014,36.3
"d403","Hoima",2014,36
"d404","Kabale",2014,15.3
"d405","Kabarole",2014,41.5
"d406","Kasese",2014,37.8
"d407","Kibaale",2014,24.8
"d408","Kisoro",2014,43.9
"d409","Masindi",2014,64.4
"d410","Mbarara",2014,45.7
"d411","Ntungamo",2014,
"d412","Rukungiri",2014,34.4
"d413","Kamwenge",2014,34.9
"d414","Kanungu",2014,29.9
"d415","Kyenjojo",2014,41.4
"d416","Buliisa",2014,
"d417","Ibanda",2014,45.7
"d418","Isingiro",2014,45.7
"d419","Kiruhura",2014,55.7
"d420","Buhweju",2014,36.3
"d421","Kiryandongo",2014,64.4
"d422","Kyegegwa",2014,31.4
"d423","Mitooma",2014,36.3
"d424","Ntoroko",2014,27.3
"d425","Rubirizi",2014,36.3
"d426","Sheema",2014,36.3
