"id-to","entity-to-name","year","value"
"IQ","Iraq",2014,11944.45
"JO","Jordan",2015,55000
"MG","Madagascar",2015,6200
"MW","Malawi",2015,5500
"middle-east","Middle East, regional",2014,7249.05
"PS","Palestine",2014,65900.43
"PS","Palestine",2015,490000
"PH","Philippines",2014,21829.52
"RS","Serbia",2014,21911.89
"SY","Syria",2014,20593.88
"SY","Syria",2015,11000
"UG","Uganda",2014,4942.53
