"id-to","entity-to-name","year","value"
"bilateral-unspecified","Bilateral, unspecified",2013,222566.25
"bilateral-unspecified","Bilateral, unspecified",2014,10199.3
"bilateral-unspecified","Bilateral, unspecified",2015,266969
"BA","Bosnia & Herzegovina",2014,166949.57
"BA","Bosnia & Herzegovina",2015,1530612
"BI","Burundi",2007,3624841.17
"BI","Burundi",2008,12646676.94
"BI","Burundi",2009,8989293.73
"BI","Burundi",2010,5359747.49
"BI","Burundi",2011,749300.03
"BI","Burundi",2012,2979991.17
"BI","Burundi",2013,4779742.65
"BI","Burundi",2014,1745803.76
"BI","Burundi",2015,2425730
"CI","Côte d'Ivoire",2007,55700.88
"CI","Côte d'Ivoire",2008,2799173.64
"CI","Côte d'Ivoire",2009,4070763.34
"CI","Côte d'Ivoire",2010,610055.54
"CI","Côte d'Ivoire",2011,29012.71
"CI","Côte d'Ivoire",2012,3040588.3
"CI","Côte d'Ivoire",2013,4092681.28
"CI","Côte d'Ivoire",2014,3113616.28
"CI","Côte d'Ivoire",2015,3627687.2
"CF","CAR",2008,651378.28
"CF","CAR",2009,5094287.3
"CF","CAR",2010,5289499.75
"CF","CAR",2011,7127690.59
"CF","CAR",2012,5653365.05
"CF","CAR",2013,1157413.35
"CF","CAR",2014,7108646.75
"CF","CAR",2015,3864632.6
"TD","Chad",2010,0
"TD","Chad",2011,2256049.07
"TD","Chad",2012,138102.76
"TD","Chad",2013,1334357.51
"TD","Chad",2014,758523.49
"TD","Chad",2015,58407.5
"CO","Colombia",2014,1655931.31
"CO","Colombia",2015,106460
"KM","Comoros",2009,54207.6
"KM","Comoros",2010,2780018.94
"KM","Comoros",2011,3710133.14
"KM","Comoros",2012,2059894.76
"KM","Comoros",2013,254705.78
"KM","Comoros",2014,1274455.45
"KM","Comoros",2015,811986.5
"CD","DRC",2010,5265838.31
"CD","DRC",2011,6205058.75
"CD","DRC",2012,3585310.37
"CD","DRC",2013,1187981.91
"CD","DRC",2014,763892.49
"CD","DRC",2015,5772671
"GT","Guatemala",2011,0
"GT","Guatemala",2012,908141.81
"GT","Guatemala",2013,1794341.34
"GT","Guatemala",2014,3975084.7
"GT","Guatemala",2015,2449903.9
"GN","Guinea",2007,0
"GN","Guinea",2008,626676.63
"GN","Guinea",2009,199473.93
"GN","Guinea",2010,5056617.26
"GN","Guinea",2011,4076020.44
"GN","Guinea",2012,9550137.94
"GN","Guinea",2013,13912310.12
"GN","Guinea",2014,7614927.91
"GN","Guinea",2015,10032786.5
"GW","Guinea-Bissau",2008,1983493.82
