"district_id","district_name","year","value"
"d314","Abim",2013,
"d314","Abim",2014,50.3
"d314","Abim",2015,56.6
"d314","Abim",2016,61
"d301","Adjumani",2013,
"d301","Adjumani",2014,84.3
"d301","Adjumani",2015,83
"d301","Adjumani",2016,78.8
"d322","Agago",2013,
"d322","Agago",2014,34.5
"d322","Agago",2015,47
"d322","Agago",2016,66.5
"d323","Alebtong",2013,
"d323","Alebtong",2014,75.9
"d323","Alebtong",2015,81.4
"d323","Alebtong",2016,80.5
"d315","Amolatar",2013,
"d315","Amolatar",2014,78.9
"d315","Amolatar",2015,78.2
"d315","Amolatar",2016,85
"d324","Amudat",2013,
"d324","Amudat",2014,5.4
"d324","Amudat",2015,10.3
"d324","Amudat",2016,17.1
"d216","Amuria",2013,
"d216","Amuria",2014,75.4
"d216","Amuria",2015,78.9
"d216","Amuria",2016,84.5
"d316","Amuru",2013,
"d316","Amuru",2014,72.4
"d316","Amuru",2015,72
"d316","Amuru",2016,72.8
"d302","Apac",2013,
"d302","Apac",2014,71.4
"d302","Apac",2015,78.3
"d302","Apac",2016,80.3
"d303","Arua",2013,
"d303","Arua",2014,63
"d303","Arua",2015,69.8
"d303","Arua",2016,73
"d217","Budaka",2013,
"d217","Budaka",2014,69.5
"d217","Budaka",2015,58.4
"d217","Budaka",2016,66
"d218","Bududa",2013,
"d218","Bududa",2014,71
"d218","Bududa",2015,75
"d218","Bududa",2016,72
"d201","Bugiri",2013,
"d201","Bugiri",2014,82.7
"d201","Bugiri",2015,82.2
"d201","Bugiri",2016,80.5
"d420","Buhweju",2013,
"d420","Buhweju",2014,57
"d420","Buhweju",2015,78.3
"d420","Buhweju",2016,87
"d117","Buikwe",2013,
"d117","Buikwe",2014,75
"d117","Buikwe",2015,75
"d117","Buikwe",2016,75
"d219","Bukedea",2013,
"d219","Bukedea",2014,77
"d219","Bukedea",2015,80.8
"d219","Bukedea",2016,84
"d118","Bukomansimbi",2013,
"d118","Bukomansimbi",2014,79.5
"d118","Bukomansimbi",2015,91.6
"d118","Bukomansimbi",2016,68.8
"d220","Bukwo",2013,
"d220","Bukwo",2014,76.2
"d220","Bukwo",2015,80
"d220","Bukwo",2016,61.4
"d225","Bulambuli",2013,
"d225","Bulambuli",2014,68.9
"d225","Bulambuli",2015,69.9
"d225","Bulambuli",2016,70.6
"d416","Buliisa",2013,
"d416","Buliisa",2014,65
"d416","Buliisa",2015,68.6
"d416","Buliisa",2016,68
"d401","Bundibugyo",2013,
"d401","Bundibugyo",2014,71
"d401","Bundibugyo",2015,72
"d401","Bundibugyo",2016,72
"d402","Bushenyi",2013,
"d402","Bushenyi",2014,89
"d402","Bushenyi",2015,91.8
"d402","Bushenyi",2016,92.6
"d202","Busia",2013,
"d202","Busia",2014,84
"d202","Busia",2015,87.5
"d202","Busia",2016,88.2
"d221","Butaleja",2013,
"d221","Butaleja",2014,80
"d221","Butaleja",2015,68
"d221","Butaleja",2016,75
"d119","Butambala",2013,
"d119","Butambala",2014,65
"d119","Butambala",2015,67
"d119","Butambala",2016,68
"d120","Buvuma",2013,
"d120","Buvuma",2014,29.2
"d120","Buvuma",2015,36
"d120","Buvuma",2016,38
"d226","Buyende",2013,
"d226","Buyende",2014,80
"d226","Buyende",2015,85
"d226","Buyende",2016,81.3
"d317","Dokolo",2013,
"d317","Dokolo",2014,84
"d317","Dokolo",2015,86
"d317","Dokolo",2016,89
"d121","Gomba",2013,
"d121","Gomba",2014,55
"d121","Gomba",2015,55
"d121","Gomba",2016,55
"d304","Gulu",2013,
"d304","Gulu",2014,71.3
"d304","Gulu",2015,73
"d304","Gulu",2016,74
"d403","Hoima",2013,
"d403","Hoima",2014,73.7
"d403","Hoima",2015,74
"d403","Hoima",2016,91
"d417","Ibanda",2013,
"d417","Ibanda",2014,88.4
"d417","Ibanda",2015,87
"d417","Ibanda",2016,89
"d203","Iganga",2013,
"d203","Iganga",2014,74.8
"d203","Iganga",2015,75
"d203","Iganga",2016,76.8
"d418","Isingiro",2013,
"d418","Isingiro",2014,86.4
"d418","Isingiro",2015,90.4
"d418","Isingiro",2016,91.4
"d204","Jinja",2013,
"d204","Jinja",2014,82.5
"d204","Jinja",2015,81.3
"d204","Jinja",2016,75.3
"d318","Kaabong",2013,
"d318","Kaabong",2014,20.9
"d318","Kaabong",2015,19.1
"d318","Kaabong",2016,21.3
"d404","Kabale",2013,
"d404","Kabale",2014,94
"d404","Kabale",2015,87.1
"d404","Kabale",2016,96
"d405","Kabarole",2013,
"d405","Kabarole",2014,56
"d405","Kabarole",2015,81
"d405","Kabarole",2016,83.7
"d213","Kaberamaido",2013,
"d213","Kaberamaido",2014,69
"d213","Kaberamaido",2015,77.6
