"district_id","district_name","year","value"
"d314","Abim",2010,
"d314","Abim",2011,81
"d314","Abim",2012,55
"d314","Abim",2013,70
"d314","Abim",2014,44
"d314","Abim",2015,57
"d314","Abim",2016,47
"d301","Adjumani",2010,
"d301","Adjumani",2011,40
"d301","Adjumani",2012,44
"d301","Adjumani",2013,41
"d301","Adjumani",2014,42
"d301","Adjumani",2015,80
"d301","Adjumani",2016,48
"d322","Agago",2010,
"d322","Agago",2011,52
"d322","Agago",2012,90
"d322","Agago",2013,57
"d322","Agago",2014,60
"d322","Agago",2015,69
"d322","Agago",2016,57
"d323","Alebtong",2010,
"d323","Alebtong",2011,54
"d323","Alebtong",2012,49
"d323","Alebtong",2013,29
"d323","Alebtong",2014,37
"d323","Alebtong",2015,34
"d323","Alebtong",2016,29
"d315","Amolatar",2010,
"d315","Amolatar",2011,26
"d315","Amolatar",2012,25
"d315","Amolatar",2013,17
"d315","Amolatar",2014,30
"d315","Amolatar",2015,18
"d315","Amolatar",2016,17
"d324","Amudat",2010,
"d324","Amudat",2011,76
"d324","Amudat",2012,96
"d324","Amudat",2013,77
"d324","Amudat",2014,88
"d324","Amudat",2015,64
"d324","Amudat",2016,
"d216","Amuria",2010,
"d216","Amuria",2011,31
"d216","Amuria",2012,39
"d216","Amuria",2013,27
"d216","Amuria",2014,36
"d216","Amuria",2015,24
"d216","Amuria",2016,22
"d316","Amuru",2010,
"d316","Amuru",2011,41
"d316","Amuru",2012,59
"d316","Amuru",2013,36
"d316","Amuru",2014,43
"d316","Amuru",2015,39
"d316","Amuru",2016,37
"d302","Apac",2010,
"d302","Apac",2011,21
"d302","Apac",2012,45
"d302","Apac",2013,30
"d302","Apac",2014,64
"d302","Apac",2015,40
"d302","Apac",2016,25
"d303","Arua",2010,
"d303","Arua",2011,28
"d303","Arua",2012,28
"d303","Arua",2013,25
"d303","Arua",2014,31
"d303","Arua",2015,25
"d303","Arua",2016,23
"d217","Budaka",2010,
"d217","Budaka",2011,24
"d217","Budaka",2012,25
"d217","Budaka",2013,22
"d217","Budaka",2014,26
"d217","Budaka",2015,20
"d217","Budaka",2016,17
"d218","Bududa",2010,
"d218","Bududa",2011,32
"d218","Bududa",2012,39
"d218","Bududa",2013,24
"d218","Bududa",2014,24
"d218","Bududa",2015,24
"d218","Bududa",2016,26
"d201","Bugiri",2010,
"d201","Bugiri",2011,30
"d201","Bugiri",2012,32
"d201","Bugiri",2013,24
"d201","Bugiri",2014,42
"d201","Bugiri",2015,20
"d201","Bugiri",2016,18
"d420","Buhweju",2010,
"d420","Buhweju",2011,25
"d420","Buhweju",2012,33
"d420","Buhweju",2013,24
"d420","Buhweju",2014,27
"d420","Buhweju",2015,24
"d420","Buhweju",2016,24
"d117","Buikwe",2010,
"d117","Buikwe",2011,32
"d117","Buikwe",2012,30
"d117","Buikwe",2013,27
"d117","Buikwe",2014,37
"d117","Buikwe",2015,22
"d117","Buikwe",2016,22
"d219","Bukedea",2010,
"d219","Bukedea",2011,23
"d219","Bukedea",2012,22
"d219","Bukedea",2013,24
"d219","Bukedea",2014,25
"d219","Bukedea",2015,21
"d219","Bukedea",2016,19
"d118","Bukomansimbi",2010,
"d118","Bukomansimbi",2011,49
"d118","Bukomansimbi",2012,26
"d118","Bukomansimbi",2013,26
"d118","Bukomansimbi",2014,33
"d118","Bukomansimbi",2015,24
"d118","Bukomansimbi",2016,22
"d220","Bukwo",2010,
"d220","Bukwo",2011,19
"d220","Bukwo",2012,19
"d220","Bukwo",2013,19
"d220","Bukwo",2014,26
"d220","Bukwo",2015,32
"d220","Bukwo",2016,23
"d225","Bulambuli",2010,
"d225","Bulambuli",2011,28
"d225","Bulambuli",2012,29
"d225","Bulambuli",2013,21
"d225","Bulambuli",2014,21
"d225","Bulambuli",2015,22
"d225","Bulambuli",2016,21
"d416","Buliisa",2010,
"d416","Buliisa",2011,25
"d416","Buliisa",2012,
"d416","Buliisa",2013,24
"d416","Buliisa",2014,48
"d416","Buliisa",2015,18
"d416","Buliisa",2016,18
"d401","Bundibugyo",2010,
"d401","Bundibugyo",2011,25
"d401","Bundibugyo",2012,30
"d401","Bundibugyo",2013,24
"d401","Bundibugyo",2014,31
