country,admin1,admin1-name,lat,long,geonames-id
CO,CO.33,Cundinamarca,,,3685413
CO,CO.12,Cordoba,,,3685889
CO,CO.11,Choco,,,3686431
CO,CO.10,Cesar,,,3686880
CO,CO.09,Cauca,,,3687029
CO,CO.32,Casanare,,,3687173
CO,CO.08,Caqueta,,,3687479
CO,CO.37,Caldas,,,3687951
CO,CO.36,Boyaca,,,3688536
CO,CO.35,Bolivar,,,3688650
CO,CO.34,Bogota D.C.,,,3688685
CO,CO.04,Atlantico,,,3689436
CO,CO.03,Arauca,,,3689717
CO,CO.02,Antioquia,,,3689815
CO,CO.01,Amazonas,,,3689982
CR,CR.08,San Jose,,,3621837
CR,CR.07,Puntarenas,,,3622226
CR,CR.06,Limon,,,3623064
CR,CR.04,Heredia,,,3623484
CR,CR.03,Guanacaste,,,3623582
CR,CR.02,Cartago,,,3624368
CR,CR.01,Alajuela,,,3624953
CU,CU.16,Villa Clara,,,3534168
CU,CU.15,Santiago de Cuba,,,3536725
CU,CU.14,Sancti Spiritus,,,3540665
CU,CU.01,Pinar del Rio,,,3544088
CU,CU.03,Matanzas,,,3547394
CU,CU.13,Las Tunas,,,3550595
CU,CU.04,Isla de la Juventud,,,3556608
CU,CU.12,Holguin,,,3556965
CU,CU.10,Guantanamo,,,3557685
CU,CU.09,Granma,,,3558052
CU,CU.02,Provincia de La Habana,,,3564073
CU,CU.08,Cienfuegos,,,3564120
CU,CU.07,Ciego de Avila,,,3564175
CU,CU.05,Camaguey,,,3566062
CU,CU.AR,Artemisa Province,,,7668824
CU,CU.MA,Mayabeque,,,7668827
CV,CV.20,Tarrafal,,,3374161
CV,CV.11,Sao Vicente,,,3374198
CV,CV.15,Santa Catarina,,,3374226
CV,CV.08,Sal,,,3374249
CV,CV.07,Ribeira Grande,,,3374274
CV,CV.14,Praia,,,3374332
CV,CV.05,Paul,,,3374391
CV,CV.04,Maio,,,3374487
CV,CV.02,Brava,,,3374832
CV,CV.01,Boa Vista,,,3374855
CV,CV.13,Mosteiros,,,3411924
CV,CV.16,Santa Cruz,,,3411925
CV,CV.17,Sao Domingos,,,3411926
CV,CV.18,Sao Filipe,,,3411927
CV,CV.19,Sao Miguel,,,3411928
CV,CV.21,Porto Novo,,,7602868
CV,CV.22,Ribeira Brava,,,7602869
CV,CV.24,Santa Catarina do Fogo,,,7602870
CV,CV.26,Sao Salvador do Mundo,,,7602871
CV,CV.27,Tarrafal de Sao Nicolau,,,7602872
CV,CV.25,Concelho de Sao Lourenco dos Orgaos,,,7602873
CV,CV.23,Ribeira Grande de Santiago,,,7603281
CY,CY.06,Pafos,,,146213
CY,CY.04,Lefkosia,,,146267
CY,CY.05,Limassol,,,146383
CY,CY.03,Larnaka,,,146398
CY,CY.02,Keryneia,,,146411
CY,CY.01,Ammochostos,,,146615
CZ,CZ.52,Praha,,,3067695
CZ,CZ.78,South Moravian,,,3339536
CZ,CZ.79,Jihocesky,,,3339537
CZ,CZ.80,Vysocina,,,3339538
CZ,CZ.81,Karlovarsky,,,3339539
CZ,CZ.82,Kralovehradecky,,,3339540
CZ,CZ.83,Liberecky,,,3339541
CZ,CZ.84,Olomoucky,,,3339542
CZ,CZ.85,Moravskoslezsky,,,3339573
CZ,CZ.86,Pardubicky,,,3339574
CZ,CZ.87,Plzensky,,,3339575
CZ,CZ.88,Central Bohemia,,,3339576
CZ,CZ.89,Ustecky,,,3339577
CZ,CZ.90,Zlin Region,,,3339578
DE,DE.15,Thuringia,,,2822542
DE,DE.10,Schleswig-Holstein,,,2838632
DE,DE.14,Saxony-Anhalt,,,2842565
DE,DE.13,Saxony,,,2842566
DE,DE.09,Saarland,,,2842635
DE,DE.08,Rheinland-Pfalz,,,2847618
DE,DE.07,North Rhine-Westphalia,,,2861876
DE,DE.06,Lower Saxony,,,2862926
DE,DE.12,Mecklenburg-Vorpommern,,,2872567
DE,DE.05,Hesse,,,2905330
DE,DE.04,Hamburg,,,2911297
DE,DE.03,Bremen,,,2944387
DE,DE.11,Brandenburg,,,2945356
DE,DE.16,Berlin,,,2950157
DE,DE.02,Bavaria,,,2951839
DE,DE.01,Baden-Wuerttemberg,,,2953481
DJ,DJ.05,Tadjourah Region,,,220781
DJ,DJ.04,Obock Region,,,221525
DJ,DJ.07,Djibouti,,,223818
DJ,DJ.06,Dikhil Region,,,223889
DJ,DJ.01,Ali Sabieh,,,225282
DJ,DJ.08,Arta,,,449265
DK,DK.17,Capital Region,,,6418538
DK,DK.18,Central Jutland,,,6418539
DK,DK.19,North Denmark,,,6418540
DK,DK.20,Zealand,,,6418541
DK,DK.21,South Denmark,,,6418542
DM,DM.11,Saint Peter,,,3575618
DM,DM.10,Saint Paul,,,3575619
DM,DM.09,Saint Patrick,,,3575620
DM,DM.08,Saint Mark,,,3575621
DM,DM.07,Saint Luke,,,3575622
DM,DM.06,Saint Joseph,,,3575625
DM,DM.05,Saint John,,,3575626
DM,DM.04,Saint George,,,3575628
DM,DM.03,Saint David,,,3575630
DM,DM.02,Saint Andrew,,,3575632
DO,DO.27,Valverde,,,3492112
DO,DO.26,Santiago Rodriguez,,,3492912
DO,DO.25,Santiago,,,3492918
DO,DO.24,San Pedro de Macoris,,,3493031
DO,DO.23,San Juan,,,3493091
DO,DO.33,San Cristobal,,,3493186
DO,DO.21,Sanchez Ramirez,,,3493192
DO,DO.20,Samana,,,3493232
DO,DO.19,Hermanas Mirabal,,,3493282
DO,DO.18,Puerto Plata,,,3494267
DO,DO.35,Peravia,,,3495015
DO,DO.16,Pedernales,,,3495136
DO,DO.34,Distrito Nacional,,,3496024
DO,DO.32,Monte Plata,,,3496132
DO,DO.15,Monte Cristi,,,3496200
DO,DO.31,Monsenor Nouel,,,3496274
DO,DO.14,Maria Trinidad Sanchez,,,3496772
DO,DO.30,La Vega,,,3499977
DO,DO.12,La Romana,,,3500955
DO,DO.10,La Altagracia,,,3503706
DO,DO.09,Independencia,,,3504326
DO,DO.29,Hato Mayor,,,3504766
DO,DO.08,Espaillat,,,3505867
DO,DO.28,El Seibo,,,3506189
DO,DO.11,Elias Pina,,,3507269
DO,DO.06,Duarte,,,3508718
DO,DO.04,Dajabon,,,3508951
DO,DO.03,Barahona,,,3512042
DO,DO.02,Baoruco,,,3512050
DO,DO.01,Azua,,,3512209
DO,DO.36,San Jose de Ocoa,,,6201372
DO,DO.37,Santo Domingo,,,6201373
DZ,DZ.15,Tlemcen,,,2475683
DZ,DZ.14,Tizi Ouzou,,,2475741
DZ,DZ.56,Tissemsilt,,,2475858
DZ,DZ.55,Tipaza,,,2476027
DZ,DZ.54,Tindouf,,,2476302
DZ,DZ.13,Tiaret,,,2476893
DZ,DZ.33,Tebessa,,,2477457
DZ,DZ.53,Tamanghasset,,,2478217
DZ,DZ.52,Souk Ahras,,,2479213
DZ,DZ.31,Skikda,,,2479532
DZ,DZ.30,Sidi Bel Abbes,,,2481001
DZ,DZ.12,Setif,,,2481696
DZ,DZ.10,Saida,,,2482557
DZ,DZ.51,Relizane,,,2483666
DZ,DZ.29,Oum el Bouaghi,,,2484618
DZ,DZ.50,Ouargla,,,2485794
DZ,DZ.09,Oran,,,2485920
DZ,DZ.49,Wilaya de Naama,,,2486512
DZ,DZ.27,Wilaya de M'Sila,,,2486682
DZ,DZ.07,Mostaganem,,,2487130
DZ,DZ.48,Mila,,,2487449
DZ,DZ.06,Medea,,,2488831
DZ,DZ.26,Mascara,,,2490095
DZ,DZ.25,Laghouat,,,2491188
DZ,DZ.47,Khenchela,,,2491887
DZ,DZ.24,Jijel,,,2492910
DZ,DZ.46,Illizi,,,2493455
DZ,DZ.23,Guelma,,,2495659
DZ,DZ.45,Ghardaia,,,2496045
DZ,DZ.44,El Tarf,,,2497322
DZ,DZ.43,El Oued,,,2497406
DZ,DZ.42,El Bayadh,,,2498541
DZ,DZ.22,Djelfa,,,2500013
DZ,DZ.04,Constantine,,,2501147
DZ,DZ.41,Chlef,,,2501296
DZ,DZ.40,Boumerdes,,,2502638
DZ,DZ.21,Bouira,,,2502951
DZ,DZ.39,Bordj Bou Arreridj,,,2503699
DZ,DZ.20,Blida,,,2503765
DZ,DZ.19,Biskra,,,2503822
DZ,DZ.18,Bejaia,,,2505325
DZ,DZ.38,Bechar,,,2505525
DZ,DZ.03,Batna,,,2505569
DZ,DZ.37,Annaba,,,2506994
DZ,DZ.01,Alger,,,2507475
DZ,DZ.36,Ain Temouchent,,,2507899
DZ,DZ.35,Ain Defla,,,2508226
DZ,DZ.34,Adrar,,,2508807
EC,EC.20,Zamora-Chinchipe,,,3649953
EC,EC.19,Tungurahua,,,3650445
EC,EC.18,Pichincha,,,3653224
EC,EC.17,Pastaza,,,3653392
EC,EC.23,Napo,,,3653890
EC,EC.15,Morona-Santiago,,,3654005
EC,EC.14,Manabi,,,3654451
EC,EC.13,Los Rios,,,3654592
EC,EC.12,Loja,,,3654665
EC,EC.11,Imbabura,,,3655635
EC,EC.10,Guayas,,,3657505
EC,EC.01,Galapagos,,,3657879
EC,EC.09,Esmeraldas,,,3657986
EC,EC.08,El Oro,,,3658195
EC,EC.07,Cotopaxi,,,3658766
EC,EC.06,Chimborazo,,,3659237
EC,EC.05,Carchi,,,3659718
EC,EC.04,Canar,,,3659849
EC,EC.03,Bolivar,,,3660130
EC,EC.02,Azuay,,,3660431
EC,EC.22,Sucumbios,,,3830305
EC,EC.24,Orellana,,,3830306
EC,EC.26,Santo Domingo de los Tsachilas,,,7062136
EC,EC.25,Santa Elena,,,7062138
EE,EE.21,Voru County,,,587448
EE,EE.20,Viljandi County,,,587590
EE,EE.19,Valga County,,,587875
EE,EE.18,Tartu,,,588334
EE,EE.14,Saare,,,588879
EE,EE.13,Rapla County,,,589115
EE,EE.12,Polva County,,,589373
EE,EE.11,Paernu County,,,589576
EE,EE.08,Laeaene-Viru County,,,590854
EE,EE.07,Laeaene,,,590856
EE,EE.05,Jogeva County,,,591901
EE,EE.04,Jaerva County,,,591961
EE,EE.03,Ida-Viru County,,,592075
EE,EE.02,Hiiu County,,,592133
EE,EE.01,Harju,,,592170
EG,EG.24,Suhaj,,,347794
EG,EG.27,Muhafazat Shamal Sina',,,349401
EG,EG.23,Qina,,,350546
EG,EG.22,Matruh,,,352603
EG,EG.21,Kafr ash Shaykh,,,354500
EG,EG.26,South Sinai Governorate,,,355182
EG,EG.20,Dumyat,,,358044
EG,EG.19,Bur Sa'id,,,358617
EG,EG.18,Bani Suwayf,,,359171
EG,EG.17,Asyut,,,359781
EG,EG.16,Aswan,,,359787
EG,EG.15,As Suways,,,359797
EG,EG.14,Eastern Province,,,360016
EG,EG.13,Al Wadi al Jadid,,,360483
EG,EG.12,Al Qalyubiyah,,,360621
EG,EG.11,Al Qahirah,,,360631
EG,EG.10,Al Minya,,,360688
EG,EG.09,Al Minufiyah,,,360689
EG,EG.08,Al Jizah,,,360997
EG,EG.07,Al Isma'iliyah,,,361056
EG,EG.06,Alexandria,,,361059
EG,EG.05,Al Gharbiyah,,,361294
EG,EG.04,Al Fayyum,,,361323
EG,EG.03,Al Buhayrah,,,361370
EG,EG.02,Red Sea Governorate,,,361468
EG,EG.01,Ad Daqahliyah,,,361849
EG,EG.28,Muhafazat al Uqsur,,,7603259
EH,EH.CE,Oued Ed-Dahab-Lagouira,,,6547304
ER,ER.01,Anseba,,,448497
ER,ER.02,Debub,,,448498
ER,ER.03,Southern Red Sea Region,,,448499
ER,ER.04,Gash Barka,,,448500
ER,ER.05,Maekel Region,,,448501
ER,ER.06,Northern Red Sea Region,,,448502
ES,ES.31,Murcia,,,2513413
ES,ES.CE,Ceuta,,,2519582
ES,ES.07,Balearic Islands,,,2521383
ES,ES.51,Andalusia,,,2593109
ES,ES.53,Canary Islands,,,2593110
ES,ES.54,Castille-La Mancha,,,2593111
ES,ES.57,Extremadura,,,2593112
ES,ES.60,Valencia,,,2593113
ES,ES.34,Asturias,,,3114710
ES,ES.32,Navarre,,,3115609
ES,ES.29,Madrid,,,3117732
ES,ES.27,La Rioja,,,3336897
ES,ES.39,Cantabria,,,3336898
ES,ES.52,Aragon,,,3336899
ES,ES.55,Castille and Leon,,,3336900
ES,ES.56,Catalonia,,,3336901
ES,ES.58,Galicia,,,3336902
ES,ES.59,Basque Country,,,3336903
ES,ES.ML,Melilla,,,6362988
ET,ET.44,Adis Abeba,,,444178
ET,ET.45,Afar,,,444179
ET,ET.46,Amhara,,,444180
ET,ET.47,Binshangul Gumuz,,,444181
ET,ET.48,Dire Dawa,,,444182
ET,ET.49,Gambela,,,444183
ET,ET.50,Harari,,,444184
ET,ET.51,Oromiya,,,444185
ET,ET.52,Somali,,,444186
ET,ET.53,Tigray,,,444187
ET,ET.54,"Southern Nations, Nationalities, and People's Region",,,444188
FI,FI.08,Oulu,,,643485
FI,FI.06,Lapponia,,,648958
FI,FI.13,Southern Finland,,,828987
FI,FI.14,Eastern Finland,,,828988
FI,FI.15,Western Finland,,,828989
FJ,FJ.05,Western,,,2194371
FJ,FJ.03,Northern,,,2199295
FJ,FJ.01,Central,,,2205272
FJ,FJ.02,Eastern,,,4036647
FJ,FJ.04,Rotuma,,,6324593
FJ,FJ.8617786,Kadavu,,,8617786
FM,FM.04,Yap,,,2081175
FM,FM.02,Pohnpei,,,2081550
FM,FM.01,Kosrae,,,2082036
FM,FM.03,Chuuk,,,2082282
FO,FO.VG,Vagar,,,2610816
FO,FO.SU,Suduroy,,,2612137
FO,FO.ST,Streymoy,,,2612225
FO,FO.SA,Sandoy,,,2614219
FO,FO.NO,Nordoyar,,,2616145
FO,FO.OS,Eysturoy,,,2622387
FR,FR.B9,Rhone-Alpes,,,2983751
FR,FR.B8,Provence-Alpes-Cote d'Azur,,,2985244
FR,FR.B7,Poitou-Charentes,,,2986492
FR,FR.B6,Picardie,,,2987375
FR,FR.B5,Pays de la Loire,,,2988289
FR,FR.B4,Nord-Pas-de-Calais,,,2990119
FR,FR.B3,Midi-Pyrenees,,,2993955
FR,FR.B2,Lorraine,,,2997551
FR,FR.B1,Limousin,,,2998268
FR,FR.A9,Languedoc-Roussillon,,,3007670
FR,FR.A8,Ile-de-France,,,3012874
FR,FR.A7,Upper Normandy,,,3013756
FR,FR.A6,Franche-Comte,,,3017372
FR,FR.A5,Corsica,,,3023519
FR,FR.A4,Champagne-Ardenne,,,3027257
FR,FR.A3,Centre,,,3027939
FR,FR.A2,Brittany,,,3030293
FR,FR.A1,Bourgogne,,,3030967
FR,FR.99,Lower Normandy,,,3034693
FR,FR.98,Auvergne,,,3035876
FR,FR.97,Aquitaine,,,3037350
FR,FR.C1,Alsace,,,3038033
GA,GA.09,Woleu-Ntem,,,2396076
GA,GA.08,Ogooue-Maritime,,,2396924
GA,GA.07,Ogooue-Lolo,,,2396925
GA,GA.06,Ogooue-Ivindo,,,2396926
GA,GA.05,Nyanga,,,2397141
GA,GA.04,Ngounie,,,2397466
GA,GA.03,Moyen-Ogooue,,,2397842
GA,GA.02,Haut-Ogooue,,,2400454
GA,GA.01,Estuaire Province,,,2400682
GB,GB.WLS,Wales,,,2634895
GB,GB.SCT,Scotland,,,2638360
GB,GB.NIR,N Ireland,,,2641364
GB,GB.ENG,England,,,6269131
GD,GD.06,Saint Patrick,,,3579907
GD,GD.05,Saint Mark,,,3579913
GD,GD.04,Saint John,,,3579919
GD,GD.03,Saint George,,,3579926
GD,GD.02,Saint David,,,3579932
GD,GD.01,Saint Andrew,,,3579938
GD,GD.10,Carriacou and Petite Martinique,,,7303836
GE,GE.51,T'bilisi,,,611716
GE,GE.04,Ajaria,,,615929
GE,GE.68,Kvemo Kartli,,,865536
GE,GE.67,Kakheti,,,865537
GE,GE.65,Guria,,,865538
GE,GE.66,Imereti,,,865539
GE,GE.73,Shida Kartli,,,865540
GE,GE.69,Mtskheta-Mtianeti,,,865541
GE,GE.70,Racha-Lechkhumi and Kvemo Svaneti,,,865542
GE,GE.71,Samegrelo and Zemo Svaneti,,,865543
GE,GE.72,Samtskhe-Javakheti,,,865544
GE,GE.02,Abkhazia,,,6643410
GF,GF.GF,Guyane,,,6690605
GG,GG.6417213,St Pierre du Bois,,,6417213
GG,GG.6417214,Torteval,,,6417214
GG,GG.6417215,Saint Saviour,,,6417215
GG,GG.6417223,Forest,,,6417223
GG,GG.6417224,St Martin,,,6417224
GG,GG.6417226,Saint Andrew,,,6417226
GG,GG.6417228,St Peter Port,,,6417228
GG,GG.6417229,Castel,,,6417229
GG,GG.6417230,Vale,,,6417230
GG,GG.6417233,St Sampson,,,6417233
GG,GG.,Alderney,,,8989934
GH,GH.09,Western,,,2294076
GH,GH.08,Volta,,,2294234
GH,GH.11,Upper West,,,2294286
GH,GH.10,Upper East,,,2294291
GH,GH.06,Northern,,,2297169
GH,GH.01,Greater Accra,,,2300569
GH,GH.05,Eastern,,,2301360
GH,GH.04,Central,,,2302353
GH,GH.03,Brong-Ahafo,,,2302547
GH,GH.02,Ashanti,,,2304116
GL,GL.05,Qaasuitsup,,,7602003
GL,GL.04,Kujalleq,,,7602005
GL,GL.06,Qeqqata,,,7602006
GL,GL.07,Sermersooq,,,7602007
GM,GM.05,Western,,,2411683
GM,GM.04,Upper River,,,2411711
GM,GM.07,North Bank,,,2412353
GM,GM.03,Central River,,,2412707
GM,GM.02,Lower River,,,2412716
GM,GM.01,Banjul,,,2413875
GN,GN.04,Conakry,,,2422464
GN,GN.B,Boke,,,8335085
GN,GN.F,Faranah,,,8335086
GN,GN.K,Kankan,,,8335087
GN,GN.D,Kindia,,,8335088
GN,GN.L,Labe,,,8335089
GN,GN.M,Mamou,,,8335090
GN,GN.N,Nzerekore,,,8335091
GP,GP.GP,Guadeloupe,,,6690363
GQ,GQ.03,Annobon,,,2310307
GQ,GQ.04,Bioko Norte,,,2566978
GQ,GQ.05,Bioko Sur,,,2566979
GQ,GQ.06,Centro Sur,,,2566980
GQ,GQ.07,Kie-Ntem,,,2566981
GQ,GQ.08,Litoral,,,2566982
GQ,GQ.09,Wele-Nzas,,,2566983
GR,GR.736572,Mount Athos,,,736572
GR,GR.ESYE31,Attica,,,6692632
GR,GR.ESYE24,Central Greece,,,6697800
GR,GR.ESYE12,Central Macedonia,,,6697801
GR,GR.ESYE43,Crete,,,6697802
GR,GR.ESYE11,East Macedonia and Thrace,,,6697803
GR,GR.ESYE21,Epirus,,,6697804
GR,GR.ESYE22,Ionian Islands,,,6697805
GR,GR.ESYE41,North Aegean,,,6697806
GR,GR.ESYE25,Peloponnese,,,6697807
GR,GR.ESYE42,South Aegean,,,6697808
GR,GR.ESYE14,Thessaly,,,6697809
GR,GR.ESYE23,West Greece,,,6697810
GR,GR.ESYE13,West Macedonia,,,6697811
GT,GT.22,Zacapa,,,3587586
GT,GT.21,Totonicapan,,,3588257
GT,GT.20,Suchitepequez,,,3588668
GT,GT.19,Solola,,,3588697
GT,GT.18,Santa Rosa,,,3589172
GT,GT.17,San Marcos,,,3589801
GT,GT.16,Sacatepequez,,,3590686
GT,GT.15,Retalhuleu,,,3590857
GT,GT.14,Quiche,,,3590964
GT,GT.13,Quetzaltenango,,,3590978
GT,GT.12,Peten,,,3591410
GT,GT.11,Jutiapa,,,3595067
GT,GT.10,Jalapa,,,3595236
GT,GT.09,Izabal,,,3595259
GT,GT.08,Huehuetenango,,,3595415
GT,GT.07,Guatemala,,,3595530
GT,GT.06,Escuintla,,,3595802
GT,GT.05,El Progreso,,,3596416
GT,GT.04,Chiquimula,,,3598464
GT,GT.03,Chimaltenango,,,3598571
GT,GT.02,Baja Verapaz,,,3599602
GT,GT.01,Alta Verapaz,,,3599773
GU,GU.PI,Piti,,,4038478
GU,GU.SR,Santa Rita,,,4038555
GU,GU.SJ,Sinajana,,,4038590
GU,GU.TF,Talofofo,,,4038652
GU,GU.TM,Tamuning,,,4038661
GU,GU.UM,Umatac,,,4038739
GU,GU.YG,Yigo,,,4038796
GU,GU.YN,Yona,,,4038811
GU,GU.ME,Merizo,,,4043396
GU,GU.MA,Mangilao,,,4043416
GU,GU.AH,Agana Heights,,,4043524
GU,GU.CP,Chalan Pago-Ordot,,,4043614
GU,GU.AS,Asan,,,4043691
GU,GU.AT,Agat,,,4043725
GU,GU.DD,Dededo,,,4043877
GU,GU.BA,Barrigada,,,4043885
GU,GU.AN,Hagatna,,,4044019
GU,GU.IN,Inarajan,,,4044041
GU,GU.MT,Mongmong-Toto-Maite,,,4044148
GW,GW.07,Tombali Region,,,2368955
GW,GW.02,Quinara Region,,,2370360
GW,GW.04,Oio,,,2371071
GW,GW.10,Gabu,,,2372533
GW,GW.06,Cacheu,,,2374312
GW,GW.05,Bolama and Bijagos,,,2374689
GW,GW.11,Bissau Autonomous Region,,,2374776
GW,GW.12,Biombo Region,,,2374820
GW,GW.01,Bafata,,,2375255
GY,GY.19,Upper Takutu-Upper Essequibo,,,3375463
GY,GY.18,Upper Demerara-Berbice,,,3375469
GY,GY.17,Potaro-Siparuni,,,3376386
GY,GY.16,Pomeroon-Supenaam,,,3376407
GY,GY.15,Mahaica-Berbice,,,3377274
GY,GY.14,Essequibo Islands-West Demerara,,,3378741
GY,GY.13,East Berbice-Corentyne,,,3378840
GY,GY.12,Demerara-Mahaica,,,3378950
GY,GY.11,Cuyuni-Mazaruni,,,3379023
GY,GY.10,Barima-Waini,,,3379515
HK,HK.NYL,Yuen Long,,,1818224
HK,HK.NTW,Tsuen Wan,,,1818458
HK,HK.NTP,Tai Po,,,1818672
HK,HK.NSK,Sai Kung,,,1819049
HK,HK.NIS,Islands,,,1819708
HK,HK.HCW,Central and Western,,,7533598
HK,HK.HWC,Wanchai,,,7533607
HK,HK.HEA,Eastern,,,7533608
HK,HK.HSO,Southern,,,7533609
HK,HK.KYT,Yau Tsim Mong,,,7533610
HK,HK.KSS,Sham Shui Po,,,7533611
HK,HK.KKC,Kowloon City District,,,7533612
HK,HK.KWT,Wong Tai Sin,,,7533613
HK,HK.KKT,Kwon Tong,,,7533614
HK,HK.NKT,Kwai Tsing,,,7533615
HK,HK.NTM,Tuen Mun District,,,7533616
HK,HK.NNO,North,,,7533617
HK,HK.NST,Sha Tin District,,,7533618
HN,HN.18,Yoro,,,3600193
HN,HN.17,Valle,,,3600456
HN,HN.16,Santa Barbara,,,3601689
HN,HN.15,Olancho,,,3604249
HN,HN.14,Ocotepeque,,,3604318
HN,HN.13,Lempira,,,3606066
HN,HN.12,La Paz,,,3607251
HN,HN.11,Bay Islands,,,3608814
HN,HN.10,Intibuca,,,3608833
HN,HN.09,Gracias a Dios,,,3609583
HN,HN.08,Francisco Morazan,,,3609672
HN,HN.07,El Paraiso,,,3610942
HN,HN.06,Cortes,,,3613140
HN,HN.05,Copan,,,3613229
HN,HN.04,Comayagua,,,3613319
HN,HN.03,Colon,,,3613358
HN,HN.02,Choluteca,,,3613527
HN,HN.01,Atlantida,,,3615027
HR,HR.01,Bjelovarsko-Bilogorska,,,3337511
HR,HR.02,Brodsko-Posavska,,,3337512
HR,HR.03,Dubrovacko-Neretvanska,,,3337513
HR,HR.04,Istarska,,,3337514
HR,HR.05,Karlovacka,,,3337515
HR,HR.06,Koprivnicko-Krizevacka,,,3337518
HR,HR.07,Krapinsko-Zagorska,,,3337519
HR,HR.08,Licko-Senjska,,,3337520
HR,HR.09,Medimurska,,,3337521
HR,HR.10,Osjecko-Baranjska,,,3337522
HR,HR.11,Pozesko-Slavonska,,,3337523
HR,HR.12,Primorsko-Goranska,,,3337524
HR,HR.13,Sibensko-Kniniska,,,3337525
HR,HR.14,Sisacko-Moslavacka,,,3337526
HR,HR.15,Splitsko-Dalmatinska,,,3337527
HR,HR.16,Varazdinska,,,3337528
HR,HR.18,Vukovarsko-Srijemska,,,3337529
HR,HR.19,Zadarska,,,3337530
HR,HR.20,Zagrebacka,,,3337531
HR,HR.21,Grad Zagreb,,,3337532
HR,HR.17,Virovitick-Podravska,,,3337533
HT,HT.13,Sud-Est,,,3716950
HT,HT.12,Sud,,,3716952
HT,HT.11,Ouest,,,3719432
HT,HT.03,Nord-Ouest,,,3719536
HT,HT.10,Nord-Est,,,3719540
HT,HT.09,Nord,,,3719543
HT,HT.14,Departement de la Grand'Anse,,,3724613
HT,HT.07,Centre,,,3728069
HT,HT.06,Artibonite,,,3731053
HT,HT.15,Nippes,,,7115999
HU,HU.18,Szabolcs-Szatmar-Bereg County,,,715593
HU,HU.20,Jasz-Nagykun-Szolnok County,,,719637
HU,HU.11,Heves,,,720002
HU,HU.10,Hajdu-Bihar County,,,720293
HU,HU.06,Csongrad,,,721589
HU,HU.04,Borsod-Abauj-Zemplen,,,722064
HU,HU.03,Bekes,,,722433
HU,HU.24,Zala,,,3042613
HU,HU.23,Veszprem,,,3042925
HU,HU.22,Vas,,,3043047
HU,HU.21,Tolna,,,3043845
HU,HU.17,Somogy,,,3045226
HU,HU.16,Pest,,,3046431
HU,HU.14,Nograd,,,3047348
HU,HU.12,Komarom-Esztergom County,,,3049518
HU,HU.09,Gyor-Moson-Sopron County,,,3051977
HU,HU.08,Fejer County,,,3053028
HU,HU.05,Budapest,,,3054638
HU,HU.02,Baranya,,,3055399
HU,HU.01,Bacs-Kiskun,,,3055744
ID,ID.26,North Sumatra,,,1213642
ID,ID.01,Aceh,,,1215638
ID,ID.10,Daerah Istimewa Yogyakarta,,,1621176
ID,ID.32,South Sumatra,,,1626196
ID,ID.24,West Sumatra,,,1626197
ID,ID.31,North Sulawesi,,,1626229
ID,ID.22,Sulawesi Tenggara,,,1626230
ID,ID.21,Central Sulawesi,,,1626231
ID,ID.38,South Sulawesi,,,1626232
ID,ID.37,Riau,,,1629652
ID,ID.18,East Nusa Tenggara,,,1633791
ID,ID.17,West Nusa Tenggara,,,1633792
ID,ID.28,Maluku,,,1636627
ID,ID.15,Lampung,,,1638535
ID,ID.14,East Kalimantan,,,1641897
ID,ID.13,Kalimantan Tengah,,,1641898
ID,ID.12,South Kalimantan,,,1641899
ID,ID.11,West Kalimantan,,,1641900
ID,ID.08,East Java,,,1642668
ID,ID.07,Central Java,,,1642669
ID,ID.30,West Java,,,1642672
ID,ID.05,Jambi,,,1642856
ID,ID.04,Jakarta Raya,,,1642907
ID,ID.36,Papua,,,1643012
ID,ID.03,Bengkulu,,,1649147
ID,ID.02,Bali,,,1650535
ID,ID.33,Banten,,,1923045
ID,ID.34,Gorontalo,,,1923046
ID,ID.29,Maluku Utara,,,1958070
ID,ID.39,West Papua,,,1996549
ID,ID.41,Sulawesi Barat,,,1996550
ID,ID.40,Riau Islands,,,1996551
ID,ID.42,North Kalimantan,,,8604684
IE,IE.C,Connaught,,,7521313
IE,IE.L,Leinster,,,7521314
IE,IE.M,Munster,,,7521315
IE,IE.U,Ulster,,,7521316
IL,IL.06,Jerusalem District,,,293198
IL,IL.05,Tel Aviv,,,293396
IL,IL.04,Haifa District,,,294800
IL,IL.03,Northern District,,,294824
IL,IL.02,Central District,,,294904
IL,IL.01,Southern District,,,294952
IN,IN.28,Bengal,,,1252881
IN,IN.36,Uttar Pradesh,,,1253626
IN,IN.26,Tripura,,,1254169
IN,IN.25,Tamil Nadu,,,1255053
IN,IN.29,Sikkim,,,1256312
IN,IN.24,Rajasthan,,,1258899
IN,IN.23,Punjab,,,1259223
IN,IN.22,Pondicherry,,,1259424
IN,IN.21,Orissa,,,1261029
IN,IN.20,Nagaland,,,1262271
IN,IN.31,Mizoram,,,1262963
IN,IN.18,Meghalaya,,,1263207
IN,IN.17,Manipur,,,1263706
IN,IN.16,Maharashtra,,,1264418
IN,IN.35,Madhya Pradesh,,,1264542
IN,IN.14,Laccadives,,,1265206
IN,IN.13,Kerala,,,1267254
IN,IN.19,Karnataka,,,1267701
IN,IN.12,Kashmir,,,1269320
IN,IN.11,Himachal Pradesh,,,1270101
IN,IN.10,Haryana,,,1270260
IN,IN.09,Gujarat,,,1270770
