id,year,value,budget-type
AF,2000,,Actual
AF,2001,,Actual
AF,2002,,Actual
AF,2003,7.268631393,Actual
AF,2004,10.35255043,Actual
AF,2005,12.41494313,Actual
AF,2006,16.89540271,Actual
AF,2007,15.86929206,Actual
AF,2008,17.5351587,Actual
AF,2009,16.00554038,Actual
AF,2010,18.43570693,Actual
AF,2011,22.07162098,Actual
AF,2012,26.47704658,Actual
AF,2013,24.84501562,Actual
AF,2014,24.30464599,Actual
AF,2015,27.77238686,Projected 
AF,2016,,Projected 
AF,2017,,Projected 
AF,2018,,Projected 
AF,2019,,Projected 
AF,2020,,Projected 
AG,2000,18.80907372,Actual
AG,2001,17.64001915,Actual
AG,2002,19.42778034,Actual
AG,2003,18.97266314,Actual
AG,2004,19.68260511,Actual
AG,2005,19.75492016,Actual
AG,2006,22.28384992,Actual
AG,2007,21.71789716,Actual
AG,2008,21.35788895,Actual
AG,2009,18.69818852,Actual
AG,2010,22.47227658,Actual
AG,2011,20.41953458,Actual
AG,2012,20.59637258,Actual
AG,2013,18.63047502,Actual
AG,2014,20.42337507,Projected 
AG,2015,22.34104046,Projected 
AG,2016,21.69548243,Projected 
AG,2017,21.63026105,Projected 
AG,2018,21.58947102,Projected 
AG,2019,21.47150757,Projected 
AG,2020,21.3796254,Projected 
AL,2000,24.10910766,Actual
AL,2001,23.8529987,Actual
AL,2002,24.82692613,Actual
AL,2003,24.0023743,Actual
AL,2004,24.52657845,Actual
AL,2005,25.01236504,Actual
AL,2006,25.65151795,Actual
AL,2007,25.65957403,Actual
AL,2008,26.9183363,Actual
AL,2009,26.09411715,Actual
AL,2010,25.87030965,Actual
AL,2011,25.40319108,Actual
AL,2012,24.74002013,Actual
AL,2013,23.71807366,Actual
AL,2014,26.21493386,Projected 
AL,2015,27.93804413,Projected 
AL,2016,28.27716246,Projected 
AL,2017,28.27291758,Projected 
AL,2018,28.25992958,Projected 
AL,2019,28.24614513,Projected 
AL,2020,,Projected 
AM,2000,,Actual
