id,year,value,budget-type
AE,2000,,actual
AE,2001,,actual
AE,2002,,actual
AE,2003,,actual
AE,2004,,actual
AE,2005,,actual
AE,2006,,actual
AE,2007,,actual
AE,2008,,actual
AE,2009,,actual
AE,2010,,actual
AE,2011,,actual
AE,2012,40.1459854015,actual
AE,2013,40.7552447552,actual
AE,2014,37.3783783784,actual
AE,2015,31.0441176471,proj
AE,2016,32.5652173913,proj
AE,2017,31.5333333333,proj
AE,2018,31.8125,proj
AE,2019,31.6941176471,proj
AE,2020,30.8461538462,proj
AF,2000,,actual
AF,2001,,actual
AF,2002,,actual
AF,2003,2.6654545455,actual
AF,2004,4.1333333333,actual
AF,2005,4.1967213115,actual
AF,2006,5.9826589595,actual
AF,2007,6.7447306792,actual
AF,2008,6.4478764479,actual
AF,2009,6.8204283361,actual
AF,2010,8.9185393258,actual
AF,2011,10.9928229665,actual
AF,2012,10.1650485437,actual
AF,2013,9.7321428571,actual
AF,2014,8.547008547,actual
AF,2015,9.525,proj
AF,2016,,proj
AF,2017,,proj
AF,2018,,proj
AF,2019,,proj
AF,2020,,proj
AG,2000,15.4064272212,actual
AG,2001,17.1517472475,actual
AG,2002,18.2971850485,actual
AG,2003,18.8315696649,actual
AG,2004,19.460016488,actual
AG,2005,18.9751206833,actual
AG,2006,19.836867863,actual
AG,2007,21.1433496122,actual
AG,2008,20.533260033,actual
AG,2009,18.698188517,actual
AG,2010,21.00456621,actual
AG,2011,19.6656833825,actual
AG,2012,20.5656317246,actual
AG,2013,18.6304750154,proj
AG,2014,20.6248104337,proj
AG,2015,22.7352941176,proj
AG,2016,22.1211259596,proj
AG,2017,22.1374045802,proj
AG,2018,22.1099015034,proj
AG,2019,21.9788333744,proj
AG,2020,21.8742696892,proj
AL,2000,24.0694610778,actual
AL,2001,24.0641207815,actual
AL,2002,24.6721311475,actual
AL,2003,24.1887905605,actual
AL,2004,24.6070460705,actual
AL,2005,24.5771144279,actual
AL,2006,25.372279496,actual
AL,2007,25.5693581781,actual
AL,2008,26.5462962963,actual
AL,2009,25.798245614,actual
AL,2010,25.4919354839,actual
AL,2011,25.1230769231,actual
AL,2012,24.4210526316,actual
AL,2013,23.5555555556,actual
AL,2014,25.6474820144,actual
AL,2015,25.5138888889,actual
AL,2016,26.48,proj
AL,2017,26.04375,proj
AL,2018,25.9941520468,proj
AL,2019,25.8152173913,proj
AL,2020,25.7614213198,proj
AL,2021,25.5754716981,proj
AM,2000,,actual
AM,2001,15.4237288136,actual
AM,2002,15.3897058824,actual
AM,2003,14.6049382716,actual
AM,2004,14.8586387435,actual
AM,2005,15.2723214286,actual
AM,2006,17.484962406,actual
AM,2007,19.3365079365,actual
AM,2008,20.0448179272,actual
AM,2009,20.2038216561,actual
AM,2010,20.4075144509,actual
AM,2011,20.544973545,actual
AM,2012,20.5081967213,actual
AM,2013,22.3377192982,proj
AM,2014,21.8985507246,proj
AM,2015,22.4572564612,proj
AM,2016,23.7389635317,proj
AM,2017,,proj
AM,2018,,proj
AM,2019,,proj
AM,2020,,proj
AO,2000,,actual
AO,2001,,actual
AO,2002,,actual
AO,2003,,actual
AO,2004,,actual
AO,2005,,actual
AO,2006,50.1458333333,actual
AO,2007,45.7909482759,actual
AO,2008,50.9018987342,actual
AO,2009,34.5575959933,actual
AO,2010,43.4696569921,actual
AO,2011,48.8343558282,actual
AO,2012,45.9454545455,actual
AO,2013,40.0743801653,actual
AO,2014,35.224,proj
AO,2015,27.2682926829,proj
AO,2016,25.1180124224,proj
AO,2017,,proj
AO,2018,,proj
AO,2019,,proj
AO,2020,,proj
AZ,2000,,actual
