id,year,value,budget-type
AE,2000,,actual
AE,2001,,actual
AE,2002,,actual
AE,2003,,actual
AE,2004,,actual
AE,2005,,actual
AE,2006,,actual
AE,2007,,actual
AE,2008,,actual
AE,2009,,actual
AE,2010,,actual
AE,2011,,actual
AE,2012,0,actual
AE,2013,0,actual
AE,2014,0.1263537906,actual
AE,2015,0,proj
AE,2016,0,proj
AE,2017,0,proj
AE,2018,0,proj
AE,2019,0,proj
AE,2020,0,proj
AF,2000,,actual
AF,2001,,actual
AF,2002,,actual
AF,2003,61.6339869281,actual
AF,2004,58.8709677419,actual
AF,2005,64.4444444444,actual
AF,2006,63.4920634921,actual
AF,2007,55.4179566563,actual
AF,2008,61.5207373272,actual
AF,2009,55.7692307692,actual
AF,2010,49.9206349206,actual
AF,2011,48.202247191,actual
AF,2012,59.7701149425,actual
AF,2013,59.9264705882,actual
AF,2014,64.2857142857,actual
AF,2015,66.1721068249,proj
AF,2016,,proj
AF,2017,,proj
AF,2018,,proj
AF,2019,,proj
AF,2020,,proj
AG,2000,18.0904522613,actual
AG,2001,2.7679782904,actual
AG,2002,5.8194774347,actual
AG,2003,0.7436672089,actual
AG,2004,1.1308900524,actual
AG,2005,3.9473684211,actual
AG,2006,10.980966325,actual
AG,2007,2.6455026455,actual
AG,2008,3.861003861,actual
AG,2009,0,actual
AG,2010,6.5312046444,actual
AG,2011,3.6918138042,actual
AG,2012,0.1492537313,actual
AG,2013,0,proj
AG,2014,0.7299270073,proj
AG,2015,0,proj
AG,2016,0,proj
AG,2017,0,proj
AG,2018,0,proj
AG,2019,0,proj
AG,2020,0,proj
AL,2000,4.373015873,actual
AL,2001,2.6402877698,actual
AL,2002,2.6451612903,actual
AL,2003,1.5568862275,actual
AL,2004,1.4130434783,actual
AL,2005,3.0392156863,actual
AL,2006,2.1238938053,actual
AL,2007,0.5241935484,actual
AL,2008,1.4432989691,actual
AL,2009,1.4715719064,actual
AL,2010,1.4330218069,actual
AL,2011,1.1515151515,actual
AL,2012,1.696969697,actual
AL,2013,1.7592592593,actual
AL,2014,2.7792915531,proj
AL,2015,2.962962963,proj
AL,2016,2.9318181818,proj
AL,2017,2.9263157895,proj
AL,2018,2.9296875,proj
AL,2019,2.9166666667,proj
AL,2020,,proj
AM,2000,,actual
AM,2001,9.25,actual
AM,2002,18.4824902724,actual
AM,2003,18.0968858131,actual
AM,2004,3.2993197279,actual
AM,2005,2.7840909091,actual
AM,2006,2.536687631,actual
AM,2007,3.7124802528,actual
AM,2008,2.0656634747,actual
AM,2009,3.2317073171,actual
AM,2010,3.8419618529,actual
AM,2011,6.9341317365,actual
AM,2012,1.8924972004,actual
AM,2013,1.0485436893,proj
AM,2014,1.0093457944,proj
AM,2015,2.3706896552,proj
AM,2016,1.224,proj
AM,2017,,proj
AM,2018,,proj
AM,2019,,proj
AM,2020,,proj
AO,2000,,actual
AO,2001,,actual
AO,2002,,actual
AO,2003,,actual
AO,2004,,actual
AO,2005,,actual
AO,2006,0,actual
AO,2007,0.1079812207,actual
AO,2008,0.0621118012,actual
AO,2009,0.0966183575,actual
AO,2010,0.0606060606,actual
AO,2011,0.0418410042,actual
AO,2012,0.0395256917,actual
AO,2013,0.0412371134,actual
AO,2014,0.0453514739,proj
AO,2015,0.0297619048,proj
AO,2016,0,proj
AO,2017,,proj
AO,2018,,proj
AO,2019,,proj
AO,2020,,proj
AZ,2000,,actual
AZ,2001,,actual
AZ,2002,,actual
AZ,2003,0.3141361257,actual
AZ,2004,0,actual
AZ,2005,0.3503184713,actual
AZ,2006,0.0952380952,actual
AZ,2007,0,actual
