"id","year","currency","budget-type","sectoral","sectoral-type","l1","l2","l3","l4","l5","value"
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence",,,,,138746.816763788
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence",,,,,91918.0115219125
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence",,,,,48456.0358595323
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence",,,,,43461.9756623802
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence",,,,,46828.8052052047
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence",,,,,32924.9782401744
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence",,,,,13903.8269796985
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","ministry-of-defence",,,,137328.951521654
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","ministry-of-defence",,,,90552.8597474366
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","ministry-of-defence",,,,47523.2090931198
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","ministry-of-defence",,,,43029.6506543168
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","ministry-of-defence",,,,46776.0917742177
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","ministry-of-defence",,,,32872.2647981862
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","ministry-of-defence",,,,13903.8269796985
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","external-security",,,,1417.8652281987
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","external-security",,,,1365.15178474369
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","external-security",,,,932.826779980651
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","external-security",,,,432.325004396333
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","external-security",,,,52.7134436016961
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","external-security",,,,52.7134436016961
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","external-security",,,,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","ministry-of-defence","national-defence-updf",,,133237.837223633
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","ministry-of-defence","national-defence-updf",,,86461.7454494149
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","ministry-of-defence","national-defence-updf",,,45332.2538674703
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","ministry-of-defence","national-defence-updf",,,41129.4915819446
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","ministry-of-defence","national-defence-updf",,,46776.0917742177
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","ministry-of-defence","national-defence-updf",,,32872.2647981862
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","ministry-of-defence","national-defence-updf",,,13903.8269796985
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","ministry-of-defence","policy-planning-and-support-services",,,4091.1142943547
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","ministry-of-defence","policy-planning-and-support-services",,,4091.1142943547
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","ministry-of-defence","policy-planning-and-support-services",,,2190.95521318149
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","ministry-of-defence","policy-planning-and-support-services",,,1900.15908117322
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","ministry-of-defence","policy-planning-and-support-services",,,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","ministry-of-defence","policy-planning-and-support-services",,,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","ministry-of-defence","policy-planning-and-support-services",,,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","external-security","external-security",,,1417.8652281987
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","external-security","external-security",,,1365.15178474369
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","external-security","external-security",,,932.826779980651
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","external-security","external-security",,,432.325004396333
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","external-security","external-security",,,52.7134436016961
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","external-security","external-security",,,52.7134436016961
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","external-security","external-security",,,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","ministry-of-defence","national-defence-updf","updf-land-forces",,84301.0552886095
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","ministry-of-defence","national-defence-updf","updf-land-forces",,84301.0552886095
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","ministry-of-defence","national-defence-updf","updf-land-forces",,44679.3871375705
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","ministry-of-defence","national-defence-updf","updf-land-forces",,39621.668151039
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","ministry-of-defence","national-defence-updf","updf-land-forces",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","ministry-of-defence","national-defence-updf","updf-land-forces",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","ministry-of-defence","national-defence-updf","updf-land-forces",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","ministry-of-defence","national-defence-updf","updf-airforce",,2160.69016593925
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","ministry-of-defence","national-defence-updf","updf-airforce",,2160.69016593925
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","ministry-of-defence","national-defence-updf","updf-airforce",,652.866757035992
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","ministry-of-defence","national-defence-updf","updf-airforce",,1507.82340926996
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","ministry-of-defence","national-defence-updf","updf-airforce",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","ministry-of-defence","national-defence-updf","updf-airforce",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","ministry-of-defence","national-defence-updf","updf-airforce",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","ministry-of-defence","national-defence-updf","defence-equipment-project",,13903.8269796985
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","ministry-of-defence","national-defence-updf","defence-equipment-project",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","ministry-of-defence","national-defence-updf","defence-equipment-project",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","ministry-of-defence","national-defence-updf","defence-equipment-project",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","ministry-of-defence","national-defence-updf","defence-equipment-project",,13903.8269796985
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","ministry-of-defence","national-defence-updf","defence-equipment-project",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","ministry-of-defence","national-defence-updf","defence-equipment-project",,13903.8269796985
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","ministry-of-defence","national-defence-updf","updf-peace-keeping-mission-in-somalia",,32872.2647981862
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","ministry-of-defence","national-defence-updf","updf-peace-keeping-mission-in-somalia",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","ministry-of-defence","national-defence-updf","updf-peace-keeping-mission-in-somalia",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","ministry-of-defence","national-defence-updf","updf-peace-keeping-mission-in-somalia",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","ministry-of-defence","national-defence-updf","updf-peace-keeping-mission-in-somalia",,32872.2647981862
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","ministry-of-defence","national-defence-updf","updf-peace-keeping-mission-in-somalia",,32872.2647981862
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","ministry-of-defence","national-defence-updf","updf-peace-keeping-mission-in-somalia",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","ministry-of-defence","policy-planning-and-support-services","headquarters",,2035.01634108007
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","ministry-of-defence","policy-planning-and-support-services","headquarters",,2035.01634108007
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","ministry-of-defence","policy-planning-and-support-services","headquarters",,134.857259980196
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","ministry-of-defence","policy-planning-and-support-services","headquarters",,1900.15908117322
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","ministry-of-defence","policy-planning-and-support-services","headquarters",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","ministry-of-defence","policy-planning-and-support-services","headquarters",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","ministry-of-defence","policy-planning-and-support-services","headquarters",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","ministry-of-defence","policy-planning-and-support-services","internal-audit-department",,2056.09795327463
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","ministry-of-defence","policy-planning-and-support-services","internal-audit-department",,2056.09795327463
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","ministry-of-defence","policy-planning-and-support-services","internal-audit-department",,2056.09795327463
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","ministry-of-defence","policy-planning-and-support-services","internal-audit-department",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"development","defence","ministry-of-defence","policy-planning-and-support-services","internal-audit-department",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"donor-development","defence","ministry-of-defence","policy-planning-and-support-services","internal-audit-department",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"government-development","defence","ministry-of-defence","policy-planning-and-support-services","internal-audit-department",,0
"UG",2013,"Ugandan Shillings","budget",TRUE,"total","defence","external-security","external-security","headquarters",,1365.15178474369
"UG",2013,"Ugandan Shillings","budget",TRUE,"recurrent-total","defence","external-security","external-security","headquarters",,1365.15178474369
"UG",2013,"Ugandan Shillings","budget",TRUE,"wage-recurrent","defence","external-security","external-security","headquarters",,932.826779980651
"UG",2013,"Ugandan Shillings","budget",TRUE,"non-wage-recurrent-total","defence","external-security","external-security","headquarters",,432.325004396333
