"id-to","entity-to-name","year","value"
"AF","Afghanistan",1977,0
"AF","Afghanistan",1978,0
"AF","Afghanistan",1979,0
"AF","Afghanistan",2003,0
"AF","Afghanistan",2004,0
"AF","Afghanistan",2005,0
"AF","Afghanistan",2006,0
"AF","Afghanistan",2007,0
"AF","Afghanistan",2010,222484618.12
"AF","Afghanistan",2011,107905738.55
"AF","Afghanistan",2012,212192988.93
"AF","Afghanistan",2013,153249081.73
"AF","Afghanistan",2014,95392165.75
"AF","Afghanistan",2015,125932170
"AM","Armenia",2007,0
"AM","Armenia",2008,0
"AM","Armenia",2009,0
"AM","Armenia",2010,20927105.24
"AM","Armenia",2011,17289463.22
"AM","Armenia",2012,18798895.06
"AM","Armenia",2013,19512139.47
"AM","Armenia",2014,71430630.04
"AM","Armenia",2015,88718340
"asia","Asia, regional",2010,1493015.94
"asia","Asia, regional",2011,4520791.99
"asia","Asia, regional",2012,406182.78
"asia","Asia, regional",2013,49308851.22
"asia","Asia, regional",2014,42808094.88
"asia","Asia, regional",2015,55073260
"AZ","Azerbaijan",2004,0
"AZ","Azerbaijan",2005,0
"AZ","Azerbaijan",2006,0
"AZ","Azerbaijan",2008,0
"AZ","Azerbaijan",2010,4778801.68
"AZ","Azerbaijan",2011,616400.26
"AZ","Azerbaijan",2012,2047858.66
"AZ","Azerbaijan",2013,1728809.77
"AZ","Azerbaijan",2014,1596785.39
"AZ","Azerbaijan",2015,2571300
"BD","Bangladesh",1977,0
"BD","Bangladesh",1978,0
"BD","Bangladesh",1979,0
"BD","Bangladesh",1980,0
"BD","Bangladesh",1981,0
"BD","Bangladesh",1982,0
"BD","Bangladesh",1983,0
"BD","Bangladesh",1984,0
"BD","Bangladesh",1985,0
"BD","Bangladesh",1986,0
"BD","Bangladesh",1987,0
"BD","Bangladesh",1988,0
"BD","Bangladesh",1989,0
"BD","Bangladesh",1990,0
"BD","Bangladesh",1991,0
"BD","Bangladesh",1992,0
"BD","Bangladesh",1993,0
"BD","Bangladesh",1994,0
"BD","Bangladesh",1995,0
"BD","Bangladesh",1997,0
"BD","Bangladesh",1998,0
"BD","Bangladesh",1999,0
"BD","Bangladesh",2000,0
"BD","Bangladesh",2001,0
"BD","Bangladesh",2002,0
"BD","Bangladesh",2003,0
"BD","Bangladesh",2004,0
"BD","Bangladesh",2005,0
"BD","Bangladesh",2006,0
"BD","Bangladesh",2007,0
"BD","Bangladesh",2008,0
"BD","Bangladesh",2009,0
"BD","Bangladesh",2010,268861959.6
"BD","Bangladesh",2011,255186024.83
"BD","Bangladesh",2012,323159532.09
"BD","Bangladesh",2013,314085918.56
"BD","Bangladesh",2014,407610782.1
"BD","Bangladesh",2015,353053240
"BT","Bhutan",1983,0
"BT","Bhutan",1985,0
"BT","Bhutan",1987,0
"BT","Bhutan",1988,0
"BT","Bhutan",1989,0
"BT","Bhutan",1991,0
"BT","Bhutan",1994,0
"BT","Bhutan",1995,0
"BT","Bhutan",1998,0
"BT","Bhutan",2000,0
"BT","Bhutan",2001,0
"BT","Bhutan",2003,0
"BT","Bhutan",2006,0
"BT","Bhutan",2007,0
"BT","Bhutan",2009,0
"BT","Bhutan",2010,35819733.52
"BT","Bhutan",2011,23757632.37
"BT","Bhutan",2012,30367643.65
"BT","Bhutan",2013,54098239.57
"BT","Bhutan",2014,68615880.22
"BT","Bhutan",2015,31023640
"bilateral-unspecified","Bilateral, unspecified",2014,4040643.2
"KH","Cambodia",1993,0
"KH","Cambodia",1995,0
"KH","Cambodia",1996,0
"KH","Cambodia",1997,0
"KH","Cambodia",1999,0
"KH","Cambodia",2000,0
"KH","Cambodia",2001,0
"KH","Cambodia",2002,0
"KH","Cambodia",2003,0
"KH","Cambodia",2004,0
"KH","Cambodia",2005,0
"KH","Cambodia",2006,0
"KH","Cambodia",2007,0
"KH","Cambodia",2008,0
"KH","Cambodia",2009,0
"KH","Cambodia",2010,67106227.35
"KH","Cambodia",2011,112222497.69
"KH","Cambodia",2012,68095820.66
"KH","Cambodia",2013,153237376.25
"KH","Cambodia",2014,91099572.88
"KH","Cambodia",2015,117005560
"CN","China",2011,591012.63
"CN","China",2012,391284.82
"CN","China",2013,15356386.92
"CN","China",2014,21222230.7
"CN","China",2015,17362730
"CK","Cook Islands",1980,0
"CK","Cook Islands",1982,0
"CK","Cook Islands",1987,0
"CK","Cook Islands",1990,0
"CK","Cook Islands",1992,0
"CK","Cook Islands",1994,0
"CK","Cook Islands",1995,0
"CK","Cook Islands",1996,0
"CK","Cook Islands",1997,0
"CK","Cook Islands",2001,0
"CK","Cook Islands",2009,0
"CK","Cook Islands",2010,559043.58
"CK","Cook Islands",2011,3151325.6
"CK","Cook Islands",2012,2593132.27
"CK","Cook Islands",2013,649204.09
"CK","Cook Islands",2014,401284.16
"CK","Cook Islands",2015,26830
"FJ","Fiji",2012,1811302.54
"FJ","Fiji",2013,252118.09
"FJ","Fiji",2014,213727.36
"FJ","Fiji",2015,867400
"GE","Georgia",2008,0
"GE","Georgia",2009,0
"GE","Georgia",2010,35983197.75
"GE","Georgia",2011,37496858.77
"GE","Georgia",2012,51157457.26
"GE","Georgia",2013,42532430.15
"GE","Georgia",2014,105633372.66
"GE","Georgia",2015,115826480
"IN","India",2013,6223715.18
"IN","India",2014,4724505.74
"IN","India",2015,6454150
"ID","Indonesia",1978,0
"ID","Indonesia",1979,0
"ID","Indonesia",1987,0
"ID","Indonesia",1988,0
"ID","Indonesia",1989,0
"ID","Indonesia",1990,0
"ID","Indonesia",1992,0
"ID","Indonesia",1993,0
"ID","Indonesia",1994,0
"ID","Indonesia",1995,0
"ID","Indonesia",1996,0
"ID","Indonesia",1998,0
"ID","Indonesia",2001,0
"ID","Indonesia",2002,0
"ID","Indonesia",2003,0
"ID","Indonesia",2004,0
"ID","Indonesia",2005,0
"ID","Indonesia",2006,0
"ID","Indonesia",2007,0
"ID","Indonesia",2008,0
"ID","Indonesia",2009,0
"ID","Indonesia",2010,108370371.27
"ID","Indonesia",2011,92099016.41
"ID","Indonesia",2012,56817447.15
"ID","Indonesia",2013,29147552.69
"ID","Indonesia",2014,7136064.47
"ID","Indonesia",2015,10186040
"KZ","Kazakhstan",1994,0
"KZ","Kazakhstan",1996,0
"KZ","Kazakhstan",1998,0
"KZ","Kazakhstan",2005,0
"KZ","Kazakhstan",2010,0
"KZ","Kazakhstan",2011,0
"KZ","Kazakhstan",2012,0
"KZ","Kazakhstan",2013,582572.88
"KZ","Kazakhstan",2014,246586.58
"KZ","Kazakhstan",2015,905390
"KI","Kiribati",1985,0
"KI","Kiribati",1986,0
"KI","Kiribati",1989,0
"KI","Kiribati",1990,0
"KI","Kiribati",1999,0
"KI","Kiribati",2010,0
"KI","Kiribati",2011,673181.21
"KI","Kiribati",2012,132175.27
"KI","Kiribati",2013,2811116.72
"KI","Kiribati",2014,6628126.22
"KI","Kiribati",2015,3239720
"KG","Kyrgyzstan",1994,0
"KG","Kyrgyzstan",1995,0
"KG","Kyrgyzstan",1996,0
"KG","Kyrgyzstan",1997,0
"KG","Kyrgyzstan",1998,0
"KG","Kyrgyzstan",1999,0
"KG","Kyrgyzstan",2000,0
"KG","Kyrgyzstan",2001,0
"KG","Kyrgyzstan",2002,0
"KG","Kyrgyzstan",2004,0
"KG","Kyrgyzstan",2005,0
"KG","Kyrgyzstan",2006,0
"KG","Kyrgyzstan",2007,0
"KG","Kyrgyzstan",2009,0
"KG","Kyrgyzstan",2010,26495976.3
"KG","Kyrgyzstan",2011,92973466.26
"KG","Kyrgyzstan",2012,74294212.53
"KG","Kyrgyzstan",2013,41272632.06
"KG","Kyrgyzstan",2014,58726027.37
"KG","Kyrgyzstan",2015,72757140
"LA","Lao",1978,0
"LA","Lao",1979,0
"LA","Lao",1980,0
"LA","Lao",1983,0
"LA","Lao",1984,0
"LA","Lao",1985,0
"LA","Lao",1986,0
"LA","Lao",1987,0
"LA","Lao",1989,0
"LA","Lao",1990,0
"LA","Lao",1991,0
"LA","Lao",1992,0
"LA","Lao",1993,0
"LA","Lao",1994,0
"LA","Lao",1995,0
"LA","Lao",1996,0
"LA","Lao",1997,0
"LA","Lao",1998,0
"LA","Lao",1999,0
"LA","Lao",2000,0
"LA","Lao",2001,0
"LA","Lao",2003,0
"LA","Lao",2004,0
"LA","Lao",2005,0
"LA","Lao",2007,0
"LA","Lao",2010,53886794.5
"LA","Lao",2011,63098121.9
"LA","Lao",2012,60194989.53
"LA","Lao",2013,67350646.98
"LA","Lao",2014,72142473.54
"LA","Lao",2015,67909380
"MY","Malaysia",1994,0
"MY","Malaysia",2013,7203.37
"MY","Malaysia",2014,0
"MV","Maldives",1981,0
"MV","Maldives",1984,0
"MV","Maldives",1987,0
"MV","Maldives",1989,0
"MV","Maldives",1992,0
"MV","Maldives",1993,0
"MV","Maldives",1998,0
"MV","Maldives",1999,0
"MV","Maldives",2002,0
"MV","Maldives",2004,0
"MV","Maldives",2005,0
"MV","Maldives",2007,0
"MV","Maldives",2009,0
"MV","Maldives",2010,24362155.64
"MV","Maldives",2011,6249135.73
"MV","Maldives",2012,18118496.74
"MV","Maldives",2013,2107887.33
"MV","Maldives",2014,2041389.36
"MV","Maldives",2015,2826550
"MH","Marshall Islands",1993,0
"MH","Marshall Islands",1995,0
"MH","Marshall Islands",1996,0
"MH","Marshall Islands",1997,0
"MH","Marshall Islands",1999,0
"MH","Marshall Islands",2001,0
"MH","Marshall Islands",2003,0
"MH","Marshall Islands",2010,9380455.59
"MH","Marshall Islands",2011,0
"MH","Marshall Islands",2012,0
"MH","Marshall Islands",2013,4817256.4
"MH","Marshall Islands",2014,136655.15
"MH","Marshall Islands",2015,78890
"FM","Micronesia",1993,0
"FM","Micronesia",1997,0
"FM","Micronesia",2002,0
"FM","Micronesia",2010,972029.07
"FM","Micronesia",2011,3753921.19
"FM","Micronesia",2012,1442430.78
"FM","Micronesia",2013,2504973.33
"FM","Micronesia",2014,2371547.71
"FM","Micronesia",2015,2263820
"MN","Mongolia",1991,0
"MN","Mongolia",1992,0
"MN","Mongolia",1993,0
"MN","Mongolia",1994,0
"MN","Mongolia",1995,0
"MN","Mongolia",1997,0
"MN","Mongolia",1998,0
"MN","Mongolia",2000,0
"MN","Mongolia",2001,0
"MN","Mongolia",2002,0
"MN","Mongolia",2003,0
"MN","Mongolia",2006,0
"MN","Mongolia",2007,0
"MN","Mongolia",2009,0
"MN","Mongolia",2010,29038391.5
"MN","Mongolia",2011,26292592.93
"MN","Mongolia",2012,50049366.58
"MN","Mongolia",2013,51442895.81
"MN","Mongolia",2014,55164331.77
"MN","Mongolia",2015,32404010
"MM","Myanmar",1977,0
"MM","Myanmar",1978,0
"MM","Myanmar",1979,0
"MM","Myanmar",1980,0
"MM","Myanmar",1981,0
"MM","Myanmar",1982,0
"MM","Myanmar",1983,0
"MM","Myanmar",1984,0
"MM","Myanmar",1986,0
"MM","Myanmar",2013,462032515.61
"MM","Myanmar",2014,1894544.79
"MM","Myanmar",2015,12014380
"NR","Nauru",2012,1811302.54
"NR","Nauru",2013,30614.34
"NR","Nauru",2014,2027122.63
"NR","Nauru",2015,370210
"NP","Nepal",1977,0
"NP","Nepal",1978,0
"NP","Nepal",1979,0
"NP","Nepal",1980,0
"NP","Nepal",1981,0
"NP","Nepal",1982,0
"NP","Nepal",1983,0
"NP","Nepal",1985,0
